Icecream_units,Icecream_unit_cost,Nuts_units,Nuts_unit_cost,Total_cost,Variance
24619,7.74,10101,2.65,217319.0,-37319.0
21075,7.32,10671,2.79,184041.0,-4041.0
20245,6.21,14290,2.98,168306.0,11694.0
24501,6.95,12001,2.67,202325.0,-22325.0
20720,7.05,14451,2.48,181914.0,-1914.0
22501,7.51,11634,2.55,198649.0,-18649.0
24850,7.14,13414,2.92,216598.0,-36598.0
21807,5.15,13852,2.23,143196.0,36804.0
21946,6.35,13713,2.97,180085.0,-85.0
24598,7.3,13097,2.09,206938.0,-26938.0
22612,7.85,12447,2.73,211485.0,-31485.0
23509,6.37,14677,2.17,181601.0,-1601.0
24369,6.74,12601,2.85,200160.0,-20160.0
24117,6.12,10515,2.75,176512.0,3488.0
22695,5.32,12396,2.92,156934.0,23066.0
23240,5.32,10033,2.71,150826.0,29174.0
22372,5.79,11878,2.01,153409.0,26591.0
21732,5.53,12156,2.04,144976.0,35024.0
21779,7.45,14490,2.56,199348.0,-19348.0
24488,6.94,12030,2.51,200142.0,-20142.0
23298,6.09,10969,2.08,164700.0,15300.0
21603,6.89,12806,2.08,175481.0,4519.0
21724,7.67,11431,2.46,194743.0,-14743.0
20668,5.26,14298,2.29,141456.0,38544.0
22387,6.23,14139,2.44,173970.0,6030.0
21453,6.55,14454,2.28,173472.0,6528.0
24906,7.7,12762,2.36,221895.0,-41895.0
22159,5.34,14905,2.96,162448.0,17552.0
21381,6.72,10139,2.41,168115.0,11885.0
22708,6.45,14872,2.31,180821.0,-821.0
20654,6.42,13416,2.51,166273.0,13727.0
22326,6.7,14571,2.71,189072.0,-9072.0
23765,6.3,14679,2.62,188178.0,-8178.0
22136,6.34,13333,2.09,168208.0,11792.0
20398,7.08,10165,2.65,171355.0,8645.0
23390,7.61,12648,2.54,210124.0,-30124.0
24875,6.54,12699,2.2,190620.0,-10620.0
21174,5.83,10360,2.71,151520.0,28480.0
23595,5.25,14049,2.21,154922.0,25078.0
22659,6.03,10457,2.85,166436.0,13564.0
23915,5.1,12984,2.71,157153.0,22847.0
22694,7.16,11705,2.76,194795.0,-14795.0
22667,7.57,13905,2.37,204544.0,-24544.0
22205,5.14,10242,2.57,140456.0,39544.0
23527,6.52,13454,2.17,182591.0,-2591.0
22768,7.98,13877,2.07,210414.0,-30414.0
22965,5.94,12941,2.33,166565.0,13435.0
24664,7.85,14757,2.41,229177.0,-49177.0
23809,7.84,10295,2.41,211474.0,-31474.0
20608,7.61,14948,2.76,198083.0,-18083.0
24578,5.54,14903,2.62,175208.0,4792.0
24837,5.74,10712,2.39,168166.0,11834.0
22858,6.96,13079,2.46,191266.0,-11266.0
20592,6.4,11897,2.11,156891.0,23109.0
22951,5.62,10994,2.56,157129.0,22871.0
21935,7.13,11930,2.31,183955.0,-3955.0
24214,7.74,12694,2.51,219278.0,-39278.0
24595,5.96,12114,2.45,176266.0,3734.0
20925,6.3,10105,2.85,160627.0,19373.0
24466,6.32,12518,2.02,179911.0,89.0
24246,5.93,12597,2.03,169351.0,10649.0
20435,6.93,14838,2.93,185090.0,-5090.0
22722,6.12,10919,2.07,161661.0,18339.0
23903,5.95,12779,2.72,176982.0,3018.0
21398,5.05,11289,2.5,136282.0,43718.0
23543,7.0,14286,2.11,194944.0,-14944.0
22418,7.33,12916,2.69,199068.0,-19068.0
22109,5.18,14495,2.6,152212.0,27788.0
20936,5.05,12394,2.07,131382.0,48618.0
22766,5.06,11140,2.17,139370.0,40630.0
21222,5.82,12565,2.27,152035.0,27965.0
23943,5.47,11904,2.47,160371.0,19629.0
23960,7.03,10345,2.81,197508.0,-17508.0
21631,5.51,10177,2.65,146156.0,33844.0
21171,7.14,14275,2.13,181567.0,-1567.0
20673,7.07,11964,2.33,174034.0,5966.0
21635,7.09,10049,2.9,182534.0,-2534.0
23246,6.22,11292,2.94,177789.0,2211.0
21892,7.1,13667,2.15,184817.0,-4817.0
24358,7.05,14048,2.45,206142.0,-26142.0
20800,6.71,12236,2.63,171749.0,8251.0
20093,5.88,13402,2.82,155940.0,24060.0
21136,5.77,14983,2.62,161210.0,18790.0
21214,7.59,12813,2.77,196506.0,-16506.0
20121,6.7,14894,2.1,166088.0,13912.0
24365,5.22,10374,2.43,152394.0,27606.0
24475,7.68,13619,2.65,224058.0,-44058.0
20815,7.54,11631,2.31,183813.0,-3813.0
22705,5.01,13496,2.28,144523.0,35477.0
23869,6.19,11194,2.45,175174.0,4826.0
22526,5.1,11968,2.41,143725.0,36275.0
24351,5.45,13869,2.65,169466.0,10534.0
20163,5.46,12549,2.86,145980.0,34020.0
20055,6.14,11066,2.73,153348.0,26652.0
22416,5.37,13859,2.47,154606.0,25394.0
24016,7.57,12496,2.79,216665.0,-36665.0
22117,6.98,14462,2.35,188362.0,-8362.0
24562,6.5,14022,2.42,193586.0,-13586.0
21703,6.03,11751,2.74,163067.0,16933.0
23665,6.19,14035,2.56,182416.0,-2416.0
23666,6.64,13387,2.39,189137.0,-9137.0
20527,7.12,14051,2.92,187181.0,-7181.0
22417,6.32,13945,2.18,172076.0,7924.0
23516,5.1,10679,2.84,150260.0,29740.0
21204,7.73,14604,2.31,197642.0,-17642.0
20541,6.87,14792,2.73,181499.0,-1499.0
20700,6.51,10867,2.1,157578.0,22422.0
23215,6.92,14658,2.84,202277.0,-22277.0
21754,5.44,11148,2.66,147995.0,32005.0
21326,5.97,11117,2.02,149773.0,30227.0
20532,7.22,10332,2.15,170455.0,9545.0
24836,6.18,11777,2.78,186227.0,-6227.0
24947,5.37,13807,2.14,163512.0,16488.0
20875,7.6,12216,2.82,193099.0,-13099.0
20678,5.96,10852,2.72,152758.0,27242.0
23364,6.54,11676,2.89,186544.0,-6544.0
23944,7.27,12921,2.39,204954.0,-24954.0
23060,5.68,12668,2.71,165311.0,14689.0
22362,7.89,11007,2.54,204394.0,-24394.0
24051,5.73,14505,2.04,167402.0,12598.0
23193,5.08,10110,2.86,146735.0,33265.0
23868,7.77,12848,2.75,220786.0,-40786.0
22440,7.51,13061,2.51,201308.0,-21308.0
22439,7.58,12635,2.95,207361.0,-27361.0
23963,6.31,10822,2.82,181725.0,-1725.0
23598,6.24,13256,2.66,182512.0,-2512.0
20514,7.34,13150,2.05,177530.0,2470.0
20184,7.18,12454,2.45,175433.0,4567.0
21709,5.12,10405,2.74,139660.0,40340.0
24875,7.98,14419,2.06,228206.0,-48206.0
24192,7.5,12465,2.33,210483.0,-30483.0
24339,7.63,13069,2.73,221385.0,-41385.0
20937,7.38,11164,2.96,187560.0,-7560.0
20660,5.65,12354,2.07,142302.0,37698.0
21477,5.96,13592,2.38,160352.0,19648.0
22984,6.46,12785,2.58,181462.0,-1462.0
24592,7.05,13594,2.64,209262.0,-29262.0
24569,7.86,10422,2.63,220522.0,-40522.0
20546,5.64,11748,2.17,141373.0,38627.0
22096,7.89,14116,2.82,214145.0,-34145.0
23144,5.86,14224,2.21,167059.0,12941.0
24087,7.32,14750,2.22,209062.0,-29062.0
23078,5.69,12522,2.71,165248.0,14752.0
22297,5.3,13595,2.77,155832.0,24168.0
21022,7.47,11520,2.88,190212.0,-10212.0
24834,6.5,13733,2.1,190260.0,-10260.0
24169,6.92,11323,2.26,192839.0,-12839.0
20503,5.55,12892,2.22,142412.0,37588.0
22793,6.33,13673,2.07,172583.0,7417.0
20911,7.96,10816,2.83,197061.0,-17061.0
24915,6.58,12596,2.27,192534.0,-12534.0
20061,5.85,14179,2.71,155782.0,24218.0
21127,6.49,11306,2.7,167640.0,12360.0
23833,7.07,12434,2.3,197098.0,-17098.0
21223,6.67,14610,2.0,170777.0,9223.0
23135,6.34,10836,2.55,174308.0,5692.0
24080,5.38,14148,2.25,161383.0,18617.0
22438,6.06,14600,2.89,178168.0,1832.0
22324,6.01,10286,2.74,162351.0,17649.0
24347,5.49,11552,2.33,160581.0,19419.0
21717,5.3,11200,2.34,141308.0,38692.0
23273,5.16,13118,2.79,156688.0,23312.0
23586,6.33,10448,2.76,178136.0,1864.0
20234,6.99,14222,2.87,182253.0,-2253.0
21317,5.84,14918,2.48,161488.0,18512.0
22847,5.32,11443,2.35,148437.0,31563.0
21851,5.59,12588,2.54,154121.0,25879.0
21056,7.28,13559,2.36,185287.0,-5287.0
23264,7.15,11219,2.38,193039.0,-13039.0
23858,7.84,13355,2.13,215493.0,-35493.0
21033,5.13,14332,2.58,144876.0,35124.0
22748,5.94,10850,2.41,161272.0,18728.0
24237,5.45,12654,2.16,159424.0,20576.0
21656,5.0,12762,2.36,138398.0,41602.0
21208,5.64,14344,2.69,158198.0,21802.0
23451,6.24,12908,2.48,178346.0,1654.0
20120,7.33,13550,2.09,175799.0,4201.0
23534,7.92,12947,2.39,217333.0,-37333.0
22076,5.24,13411,2.34,147060.0,32940.0
23507,5.01,10283,2.11,139467.0,40533.0
20578,6.62,11733,2.86,169783.0,10217.0
20246,5.99,14066,2.22,152500.0,27500.0
20848,6.85,13372,2.43,175303.0,4697.0
21665,6.48,14427,2.08,170397.0,9603.0
23088,6.28,11656,2.34,172268.0,7732.0
22165,5.36,10483,2.46,144593.0,35407.0
24117,6.81,10778,2.09,186763.0,-6763.0
24731,6.42,13054,2.86,196107.0,-16107.0
21861,6.75,11305,2.11,171415.0,8585.0
24272,6.58,12358,2.08,185414.0,-5414.0
24678,5.32,11097,2.47,158697.0,21303.0
24918,5.73,12219,2.12,168684.0,11316.0
22043,5.26,10742,2.73,145272.0,34728.0
23767,5.88,11316,2.46,167587.0,12413.0
21503,6.27,11604,2.43,163022.0,16978.0
24704,6.88,11388,2.09,193764.0,-13764.0
23016,5.82,11201,2.39,160724.0,19276.0
23412,5.23,14162,2.01,150910.0,29090.0
20634,7.4,11499,2.58,182359.0,-2359.0
21349,5.76,14340,2.1,153084.0,26916.0
23147,7.05,10768,2.81,193444.0,-13444.0
24850,5.14,11848,2.08,152373.0,27627.0
22331,6.23,14255,2.86,179891.0,109.0
20286,5.14,13160,2.71,139934.0,40066.0
23586,5.88,12590,2.51,170287.0,9713.0
23088,7.41,13941,2.41,204680.0,-24680.0
23479,7.73,12834,2.93,219096.0,-39096.0
23378,7.65,11139,2.08,202011.0,-22011.0
23308,6.36,12437,2.81,183187.0,-3187.0
20317,7.81,14552,2.35,192873.0,-12873.0
24615,7.19,12318,2.53,208146.0,-28146.0
21802,5.95,11348,2.74,160815.0,19185.0
23510,5.29,12287,2.45,154471.0,25529.0
20976,6.99,13901,2.92,187213.0,-7213.0
21245,6.52,11885,2.16,164189.0,15811.0
22953,7.53,13039,2.08,199957.0,-19957.0
24275,6.73,11908,2.47,192784.0,-12784.0
23258,6.4,14366,2.78,188789.0,-8789.0
21022,6.24,10421,2.01,152123.0,27877.0
23895,7.52,14738,2.48,216241.0,-36241.0
24928,5.91,10659,2.62,175251.0,4749.0
20058,7.53,10587,2.71,179728.0,272.0
22564,7.29,14337,2.71,203345.0,-23345.0
22692,7.11,12179,2.94,197146.0,-17146.0
24453,5.96,10264,2.14,167705.0,12295.0
22795,6.21,12683,2.22,169713.0,10287.0
22404,7.86,14099,2.47,210920.0,-30920.0
23853,5.38,11807,2.28,155249.0,24751.0
24124,7.55,12967,2.31,212090.0,-32090.0
23705,5.85,14082,2.77,177681.0,2319.0
22339,5.67,12512,2.68,160194.0,19806.0
22476,5.19,11411,2.45,144607.0,35393.0
24521,6.36,13317,2.34,187115.0,-7115.0
24090,5.5,10354,2.83,161797.0,18203.0
23503,6.66,12977,2.63,190659.0,-10659.0
22208,5.4,14020,2.7,157777.0,22223.0
24683,7.23,13682,2.51,212800.0,-32800.0
21420,7.97,14980,2.5,208167.0,-28167.0
23813,6.47,10143,2.42,178616.0,1384.0
20086,6.07,10101,2.59,148084.0,31916.0
21169,7.22,14681,2.07,183230.0,-3230.0
20970,7.38,13585,2.42,187634.0,-7634.0
23999,7.31,13302,2.04,202569.0,-22569.0
23210,7.27,14961,2.91,212273.0,-32273.0
22294,7.58,13841,2.65,205667.0,-25667.0
23570,6.26,14245,2.01,176181.0,3819.0
20105,7.61,12191,2.74,186402.0,-6402.0
22147,7.66,14586,2.67,208591.0,-28591.0
22478,6.63,11577,2.46,177509.0,2491.0
21392,6.61,13163,2.52,174572.0,5428.0
20206,6.73,11993,2.23,162731.0,17269.0
22186,6.21,12815,2.11,164815.0,15185.0
21964,5.18,14933,2.15,145879.0,34121.0
22450,5.35,10969,2.61,148737.0,31263.0
20291,7.11,14282,2.79,184116.0,-4116.0
24321,6.77,11237,2.45,192184.0,-12184.0
23609,5.97,13338,2.73,177358.0,2642.0
20012,7.2,11687,2.58,174239.0,5761.0
23024,7.53,10699,2.2,196909.0,-16909.0
22428,6.9,11434,2.0,177621.0,2379.0
22642,5.01,12911,2.99,152040.0,27960.0
24468,5.5,14045,2.18,165192.0,14808.0
21554,7.34,10669,2.71,187119.0,-7119.0
22433,6.69,10337,2.89,179951.0,49.0
23745,5.84,12676,2.75,173530.0,6470.0
24238,6.74,11463,2.79,195346.0,-15346.0
22388,7.89,10796,2.99,208921.0,-28921.0
21059,7.52,11779,2.13,183453.0,-3453.0
24315,5.23,13143,2.36,158185.0,21815.0
22463,5.33,11635,2.63,150328.0,29672.0
22750,6.23,14264,2.16,172543.0,7457.0
23894,5.26,12300,2.73,159261.0,20739.0
23016,7.13,13997,2.14,194058.0,-14058.0
23944,7.24,13488,2.16,202489.0,-22489.0
23628,5.31,11372,2.68,155942.0,24058.0
20032,5.17,10427,2.87,133491.0,46509.0
21433,5.21,11798,2.25,138211.0,41789.0
24314,5.35,12401,2.62,162571.0,17429.0
20923,7.08,12939,2.41,179318.0,682.0
22266,7.62,11787,2.33,197131.0,-17131.0
21817,5.3,14030,2.41,149442.0,30558.0
20899,6.54,11078,2.29,162048.0,17952.0
21958,7.75,12305,2.65,202783.0,-22783.0
22881,7.46,13343,2.82,208320.0,-28320.0
24995,5.59,11026,2.97,172469.0,7531.0
21688,6.35,14775,2.65,176873.0,3127.0
24504,5.29,11311,2.36,156320.0,23680.0
21635,6.88,10992,2.79,179516.0,484.0
20797,7.91,14005,2.2,195315.0,-15315.0
22545,7.25,14808,2.28,197213.0,-17213.0
23263,6.63,10931,2.4,180468.0,-468.0
20053,5.01,13591,2.34,132268.0,47732.0
20610,7.93,10159,2.23,186092.0,-6092.0
24096,7.67,11882,2.53,214878.0,-34878.0
24668,5.26,12030,2.83,163799.0,16201.0
24855,7.57,13537,2.13,216986.0,-36986.0
23714,6.74,13384,2.71,196103.0,-16103.0
22622,7.39,11714,2.62,197867.0,-17867.0
21926,7.21,14617,2.07,188344.0,-8344.0
22638,6.34,14032,2.82,183095.0,-3095.0
24002,5.21,14829,2.21,157823.0,22177.0
24298,6.77,14082,2.6,201111.0,-21111.0
20947,6.28,14714,2.29,165242.0,14758.0
24071,7.49,11501,2.09,204329.0,-24329.0
24715,7.43,13075,2.36,214489.0,-34489.0
21579,6.6,13389,2.39,174421.0,5579.0
23174,5.25,11535,2.76,153500.0,26500.0
24123,5.43,11608,2.9,164651.0,15349.0
22327,7.74,10494,2.76,201774.0,-21774.0
22460,6.61,14810,2.22,181339.0,-1339.0
23589,5.69,10144,2.69,161509.0,18491.0
20613,6.83,11839,2.14,166122.0,13878.0
22315,6.9,11855,3.0,189538.0,-9538.0
24207,6.87,10111,2.98,196433.0,-16433.0
23823,6.89,13929,2.04,192556.0,-12556.0
20169,5.59,12795,2.89,149722.0,30278.0
22845,7.43,11197,2.08,193028.0,-13028.0
22960,7.01,12376,2.22,188424.0,-8424.0
24583,6.59,10519,2.39,187142.0,-7142.0
24990,6.74,13232,2.73,204556.0,-24556.0
21757,5.91,13653,2.7,165447.0,14553.0
21524,7.2,10627,2.89,185685.0,-5685.0
23269,5.24,11320,2.61,151475.0,28525.0
20256,6.32,12126,2.63,159909.0,20091.0
22018,7.98,10059,2.6,201857.0,-21857.0
20665,5.33,13776,2.08,138799.0,41201.0
24487,7.05,13208,2.26,202483.0,-22483.0
24274,6.39,12783,2.71,189753.0,-9753.0
24847,5.31,10517,2.82,161596.0,18404.0
24968,7.14,10415,2.98,209308.0,-29308.0
24732,7.01,10378,2.47,199005.0,-19005.0
23707,6.65,12487,2.3,186372.0,-6372.0
23030,6.05,12002,2.66,171257.0,8743.0
22284,7.77,14745,2.05,203374.0,-23374.0
22081,5.87,13906,2.82,168830.0,11170.0
21087,6.9,14896,2.13,177229.0,2771.0
21006,6.39,11833,2.94,169017.0,10983.0
24594,6.57,14392,2.12,192094.0,-12094.0
24748,7.87,12555,2.26,223141.0,-43141.0
22593,5.75,10896,2.78,160201.0,19799.0
24976,5.56,10035,2.22,161144.0,18856.0
24642,7.69,10155,2.96,219556.0,-39556.0
20517,6.55,10812,2.33,159578.0,20422.0
23379,6.99,12261,2.21,190516.0,-10516.0
20611,5.29,10759,2.78,138942.0,41058.0
21524,7.15,11726,2.54,183681.0,-3681.0
23149,6.2,14827,2.61,182222.0,-2222.0
22759,7.71,11844,2.78,208398.0,-28398.0
24208,6.93,13681,2.28,198954.0,-18954.0
21823,6.86,13858,2.95,190587.0,-10587.0
24123,6.21,11505,2.33,176610.0,3390.0
21887,6.11,13763,2.11,162770.0,17230.0
22881,7.01,12945,2.58,193794.0,-13794.0
23850,5.41,12814,2.49,160935.0,19065.0
24450,5.76,10753,2.02,162553.0,17447.0
21447,5.27,10184,2.16,135023.0,44977.0
23662,6.45,13120,2.09,180041.0,-41.0
24305,6.67,13578,2.63,197824.0,-17824.0
24877,6.17,13549,2.69,189938.0,-9938.0
22646,6.0,14278,2.51,171714.0,8286.0
24374,5.24,14181,2.2,158918.0,21082.0
22696,5.87,13613,2.62,168892.0,11108.0
21397,7.17,11987,2.68,185542.0,-5542.0
24673,6.25,12939,2.96,192506.0,-12506.0
22713,7.75,13761,2.07,204511.0,-24511.0
23814,5.9,10472,2.65,168253.0,11747.0
21334,5.09,12633,2.75,143331.0,36669.0
23636,6.56,11340,2.04,178186.0,1814.0
20734,5.53,14262,2.42,149173.0,30827.0
21601,6.67,14653,2.03,173824.0,6176.0
20764,6.15,11688,2.56,157620.0,22380.0
22599,7.27,14183,2.87,205000.0,-25000.0
24091,5.27,12702,2.52,158969.0,21031.0
24816,5.15,13203,2.67,163054.0,16946.0
23638,5.61,14365,2.91,174411.0,5589.0
21115,6.27,10731,2.31,157180.0,22820.0
24218,5.68,11146,2.83,169101.0,10899.0
21641,6.23,10897,2.22,159015.0,20985.0
24097,6.28,13939,2.53,186595.0,-6595.0
23758,5.69,11962,2.67,167122.0,12878.0
23791,5.05,14096,2.91,161164.0,18836.0
23355,7.83,14939,2.04,213345.0,-33345.0
23767,5.2,14823,2.1,154717.0,25283.0
24932,7.45,14107,2.5,221011.0,-41011.0
20984,5.79,13835,2.79,160097.0,19903.0
24273,6.87,14308,2.36,200522.0,-20522.0
22021,5.67,12557,2.04,150475.0,29525.0
22610,5.39,14673,2.21,154295.0,25705.0
24542,5.33,10209,2.55,156842.0,23158.0
21499,6.86,12621,2.25,175880.0,4120.0
23094,5.73,12323,2.5,163136.0,16864.0
21000,7.84,13650,2.65,200812.0,-20812.0
20860,5.4,14921,2.39,148305.0,31695.0
23752,7.67,13294,2.84,219933.0,-39933.0
23899,6.33,13875,2.85,190824.0,-10824.0
21911,5.6,12649,2.79,157992.0,22008.0
24482,5.93,10177,2.06,166143.0,13857.0
21333,6.48,14159,2.3,170804.0,9196.0
23427,7.27,13398,2.33,201532.0,-21532.0
22416,5.31,11795,2.42,147573.0,32427.0
24009,5.61,10371,2.99,165700.0,14300.0
23421,7.78,13518,2.44,215199.0,-35199.0
20208,7.28,14269,2.86,187924.0,-7924.0
23526,5.87,10171,2.01,158541.0,21459.0
24405,5.8,11620,2.15,166532.0,13468.0
22805,6.83,12969,2.23,184679.0,-4679.0
24763,7.69,12840,2.44,221757.0,-41757.0
24221,6.75,12768,2.25,192220.0,-12220.0
20563,7.51,12742,2.26,183225.0,-3225.0
21492,5.63,12904,2.83,157518.0,22482.0
21204,5.49,10422,2.03,137567.0,42433.0
21010,7.96,11617,2.54,196747.0,-16747.0
20066,6.38,11187,2.78,159121.0,20879.0
22066,6.5,13306,2.74,179887.0,113.0
20845,6.84,10725,2.16,165746.0,14254.0
24293,6.27,12801,2.1,179199.0,801.0
23818,7.5,14794,2.8,220058.0,-40058.0
23316,6.87,14969,2.66,199998.0,-19998.0
22143,6.34,14722,2.4,175719.0,4281.0
23870,6.38,10415,2.71,180515.0,-515.0
21940,6.87,13458,2.61,185853.0,-5853.0
24971,7.04,13522,2.19,205409.0,-25409.0
20523,6.17,14416,2.26,159207.0,20793.0
24575,7.57,11109,2.89,218138.0,-38138.0
23698,7.44,10307,2.35,200535.0,-20535.0
21604,7.35,10291,2.75,187090.0,-7090.0
21784,7.82,10195,2.23,193086.0,-13086.0
20268,5.57,12531,2.89,149107.0,30893.0
20277,6.71,14695,2.29,169710.0,10290.0
20526,6.42,11664,2.4,159771.0,20229.0
24045,7.95,12867,2.37,221653.0,-41653.0
24860,6.77,11470,2.92,201795.0,-21795.0
21888,6.67,13543,2.44,179038.0,962.0
23435,6.46,12498,2.64,184385.0,-4385.0
22839,6.76,11242,2.13,178337.0,1663.0
21378,6.94,11828,2.22,174621.0,5379.0
24950,5.12,14098,2.62,164681.0,15319.0
23914,6.16,12396,2.34,176317.0,3683.0
20801,6.35,14538,2.07,162180.0,17820.0
20374,7.13,11943,2.41,174049.0,5951.0
21793,5.66,12205,2.83,157889.0,22111.0
24437,5.56,12248,2.8,170164.0,9836.0
24890,6.81,14378,2.76,209184.0,-29184.0
20958,7.33,12187,2.19,180312.0,-312.0
20198,7.06,13888,2.86,182318.0,-2318.0
21322,6.66,12321,2.31,170466.0,9534.0
22053,6.71,11809,2.49,177380.0,2620.0
20115,7.88,13209,2.66,193642.0,-13642.0
20482,6.9,13766,2.68,178219.0,1781.0
22674,5.69,12861,2.5,161168.0,18832.0
24848,5.63,13809,2.38,172760.0,7240.0
22853,6.77,14065,2.55,190581.0,-10581.0
24972,7.59,14340,2.14,220225.0,-40225.0
20993,6.85,12069,2.15,169750.0,10250.0
20672,7.96,14475,2.65,202908.0,-22908.0
23378,7.09,14678,2.45,201711.0,-21711.0
24876,7.99,11051,2.05,221414.0,-41414.0
22941,5.03,12604,2.75,150054.0,29946.0
23041,7.54,13756,2.01,201379.0,-21379.0
24699,5.21,10350,2.19,151348.0,28652.0
22799,5.89,13133,2.72,170008.0,9992.0
20815,5.37,12044,2.65,143693.0,36307.0
20458,7.13,14301,2.83,186337.0,-6337.0
22812,6.39,11900,2.83,179446.0,554.0
22895,6.22,12265,2.19,169267.0,10733.0
24539,5.62,12815,2.93,175457.0,4543.0
21723,6.55,12772,2.97,180218.0,-218.0
24049,7.4,10496,2.63,205567.0,-25567.0
22175,7.28,12524,2.37,191116.0,-11116.0
20568,5.33,12288,2.21,136784.0,43216.0
21412,5.48,11527,2.48,145925.0,34075.0
23329,5.86,12371,2.03,161821.0,18179.0
20810,7.08,11302,2.07,170730.0,9270.0
24040,5.66,11248,2.25,161374.0,18626.0
22801,5.74,12064,2.4,159831.0,20169.0
20834,5.03,14632,2.59,142692.0,37308.0
22097,7.19,12252,2.52,189752.0,-9752.0
21764,7.12,10418,2.62,182255.0,-2255.0
24225,5.0,10116,2.96,151068.0,28932.0
22930,6.81,10512,2.41,181487.0,-1487.0
20047,5.52,14748,2.13,142073.0,37927.0
23346,6.71,12131,2.47,186615.0,-6615.0
22297,5.97,13252,2.84,170749.0,9251.0
22437,6.86,14890,2.99,198439.0,-18439.0
20773,7.27,11957,2.51,181032.0,-1032.0
23632,5.96,11398,2.17,165580.0,14420.0
20007,5.08,13699,2.27,132732.0,47268.0
20703,7.92,11347,2.8,195739.0,-15739.0
21274,6.58,14380,2.31,173201.0,6799.0
22112,6.23,12245,3.0,174493.0,5507.0
22249,7.29,12078,2.34,190458.0,-10458.0
22196,6.99,13904,2.6,191300.0,-11300.0
24310,7.09,10351,2.35,196683.0,-16683.0
24325,5.52,12248,2.1,159995.0,20005.0
20091,6.75,11241,2.4,162593.0,17407.0
21871,6.06,14562,2.16,163992.0,16008.0
20261,6.26,13052,2.57,160378.0,19622.0
21155,7.28,12203,2.28,181831.0,-1831.0
20378,7.22,12274,2.35,175973.0,4027.0
21402,5.58,11680,2.41,147572.0,32428.0
23566,6.58,13716,2.87,194429.0,-14429.0
20586,5.49,10609,2.89,143677.0,36323.0
22218,6.21,14495,2.48,173921.0,6079.0
21507,7.68,14478,2.5,201369.0,-21369.0
23942,5.89,10928,2.48,168120.0,11880.0
20922,5.81,12825,2.0,147207.0,32793.0
24979,5.9,14004,2.5,182386.0,-2386.0
22075,5.81,12496,2.08,154247.0,25753.0
23533,7.28,12534,2.12,197892.0,-17892.0
23091,7.61,10045,2.04,196214.0,-16214.0
22703,5.5,12967,2.35,155339.0,24661.0
23719,6.97,14029,2.81,204743.0,-24743.0
23505,5.5,10999,2.59,157765.0,22235.0
21754,7.72,10142,2.2,190253.0,-10253.0
21673,6.28,11850,2.03,160162.0,19838.0
24084,7.85,12285,2.33,217683.0,-37683.0
20047,6.65,14341,2.4,167731.0,12269.0
21670,7.15,12863,2.2,183239.0,-3239.0
22322,7.23,10291,2.69,189071.0,-9071.0
22862,6.3,13702,2.62,179930.0,70.0
24554,6.95,11403,2.07,194255.0,-14255.0
20417,7.1,13811,2.22,175621.0,4379.0
22965,7.61,12225,2.42,204348.0,-24348.0
22057,7.0,13655,2.68,190994.0,-10994.0
20438,6.25,10574,2.51,154278.0,25722.0
23234,6.89,13142,2.7,195566.0,-15566.0
22791,5.45,12226,2.78,158199.0,21801.0
22243,7.59,14183,2.36,202296.0,-22296.0
20963,7.68,14756,2.16,192869.0,-12869.0
24857,6.63,12209,2.78,198743.0,-18743.0
21038,6.65,10733,2.53,167057.0,12943.0
24029,7.29,10337,2.63,202358.0,-22358.0
22474,7.11,11837,2.14,185121.0,-5121.0
21298,6.82,14000,2.72,183332.0,-3332.0
22170,7.15,11966,2.7,190824.0,-10824.0
24728,7.65,13414,2.75,226058.0,-46058.0
24441,7.38,12729,2.05,206469.0,-26469.0
20889,7.36,10319,2.2,176445.0,3555.0
23757,6.91,10211,2.05,185093.0,-5093.0
22621,6.22,11949,2.81,174279.0,5721.0
24537,5.36,11100,2.71,161599.0,18401.0
24061,6.43,13988,2.08,183807.0,-3807.0
22635,7.52,13809,2.27,201562.0,-21562.0
20471,6.83,14243,2.26,172006.0,7994.0
23721,5.83,10882,2.9,169851.0,10149.0
24649,7.8,14815,2.74,232855.0,-52855.0
22545,7.94,13391,2.06,206593.0,-26593.0
24956,6.88,12478,2.53,203267.0,-23267.0
20805,5.55,13567,2.55,150064.0,29936.0
20233,7.06,12456,2.04,168255.0,11745.0
24288,5.37,12963,2.13,158038.0,21962.0
23502,6.53,12196,2.73,186763.0,-6763.0
20083,6.48,14134,2.1,159819.0,20181.0
24161,5.62,13512,2.95,175645.0,4355.0
22162,5.99,12855,2.45,164245.0,15755.0
22913,7.89,13340,2.92,219736.0,-39736.0
21844,5.34,11439,2.95,150392.0,29608.0
23197,6.14,12782,2.83,178603.0,1397.0
23315,6.49,13818,2.33,183510.0,-3510.0
24292,5.56,12248,2.27,162866.0,17134.0
21134,6.37,10584,2.57,161824.0,18176.0
24056,6.28,10689,2.3,175656.0,4344.0
21242,6.65,14724,2.81,182634.0,-2634.0
22202,7.81,12800,2.72,208214.0,-28214.0
23913,6.84,11883,2.96,198739.0,-18739.0
21001,7.19,10844,2.14,174203.0,5797.0
22110,6.76,13211,2.67,184737.0,-4737.0
22390,6.55,13929,2.25,177995.0,2005.0
21645,6.24,14740,2.73,175305.0,4695.0
23818,6.5,11409,2.0,177635.0,2365.0
23293,6.26,13039,2.53,178803.0,1197.0
