CustomerID,InvoiceDate,InvoiceNumber,ProductCode,ProductDescription,QuantityPurchased,UnitCost,InvoiceAmount
C1031,02/07/2024,INV45475V,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1044,02/07/2024,INV45475W,CT8712654,BROWNIE BITES,15,7,105
C1069,02/07/2024,INV45475X,CT8712654,BROWNIE BITES,16,7,112
C1071,02/07/2024,INV45475Y,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1003,03/07/2024,INV45476Z,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,14,12,168
C1007,03/07/2024,INV45476A,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1007,03/07/2024,INV45476B,CT4923568,MINI COOKIE POUCH,7,5,35
C1013,03/07/2024,INV45476C,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1031,03/07/2024,INV45476D,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1033,03/07/2024,INV45476E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1036,03/07/2024,INV45476F,CT8712654,BROWNIE BITES,8,7,56
C1040,03/07/2024,INV45476G,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1041,03/07/2024,INV45476H,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1045,03/07/2024,INV45476I,CT4923568,MINI COOKIE POUCH,10,5,50
C1047,03/07/2024,INV45476J,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1058,03/07/2024,INV45476K,CT4923568,MINI COOKIE POUCH,7,5,35
C1064,03/07/2024,INV45476L,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1072,03/07/2024,INV45476M,CT8152376,DIY COOKIE MIX,6,14,84
C1073,03/07/2024,INV45476N,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1078,03/07/2024,INV45476O,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1018,04/07/2024,INV45477P,CT8712654,BROWNIE BITES,11,7,77
C1031,04/07/2024,INV45477Q,CT8712654,BROWNIE BITES,11,7,77
C1032,04/07/2024,INV45477R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1062,04/07/2024,INV45477S,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1007,05/07/2024,INV45478T,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1012,05/07/2024,INV45478U,CT8239476,SWEET TOOTH BOX,6,15,90
C1047,05/07/2024,INV45478V,CT4923568,MINI COOKIE POUCH,8,5,40
C1048,05/07/2024,INV45478W,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1048,05/07/2024,INV45478X,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1060,05/07/2024,INV45478Y,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1063,05/07/2024,INV45478Z,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1078,05/07/2024,INV45478A,CT8712654,BROWNIE BITES,8,7,56
C1009,06/07/2024,INV45479B,CT8152376,DIY COOKIE MIX,14,14,196
C1019,06/07/2024,INV45479C,CT8712654,BROWNIE BITES,9,7,63
C1028,06/07/2024,INV45479D,CT4923568,MINI COOKIE POUCH,16,5,80
C1062,06/07/2024,INV45479E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1011,07/07/2024,INV45480F,CT8239476,SWEET TOOTH BOX,8,15,120
C1021,07/07/2024,INV45480G,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1027,07/07/2024,INV45480H,CT8712654,BROWNIE BITES,8,7,56
C1032,07/07/2024,INV45480I,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1036,07/07/2024,INV45480J,CT9564237,PLANT-BASED MINI COOKIES,17,9,153
C1043,07/07/2024,INV45480K,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1047,07/07/2024,INV45480L,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1068,07/07/2024,INV45480M,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1070,07/07/2024,INV45480N,CT4923568,MINI COOKIE POUCH,4,5,20
C1074,07/07/2024,INV45480O,CT8239476,SWEET TOOTH BOX,7,15,105
C1009,08/07/2024,INV45481P,CT4923568,MINI COOKIE POUCH,8,5,40
C1040,08/07/2024,INV45481Q,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1040,08/07/2024,INV45481R,CT8152376,DIY COOKIE MIX,11,14,154
C1044,08/07/2024,INV45481S,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1044,08/07/2024,INV45481T,CT3981567,HONEY-ROASTED ALMOND BRITTLE,13,6,78
C1048,08/07/2024,INV45481U,CT8152376,DIY COOKIE MIX,6,14,84
C1052,08/07/2024,INV45481V,CT9564237,GLUTEN-FREE BROWNIE BITES,7,11,63
C1064,08/07/2024,INV45481W,CT4923568,MINI COOKIE POUCH,8,5,40
C1074,08/07/2024,INV45481X,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1008,09/07/2024,INV45482Y,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1009,09/07/2024,INV45482Z,CT8239476,SWEET TOOTH BOX,8,15,120
C1010,09/07/2024,INV45482A,CT4923568,MINI COOKIE POUCH,7,5,35
C1014,09/07/2024,INV45482B,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1018,09/07/2024,INV45482C,CT8712654,BROWNIE BITES,6,7,42
C1032,09/07/2024,INV45482D,CT8239476,SWEET TOOTH BOX,8,15,120
C1047,09/07/2024,INV45482E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1047,09/07/2024,INV45482F,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1047,09/07/2024,INV45482G,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1050,09/07/2024,INV45482H,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1051,09/07/2024,INV45482I,CT8641935,PLANT-BASED MINI COOKIES,9,9,72
C1059,09/07/2024,INV45482J,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,16,13,208
C1060,09/07/2024,INV45482K,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1072,09/07/2024,INV45482L,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1092,09/07/2024,INV45482M,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1027,10/07/2024,INV45483N,CT8152376,DIY COOKIE MIX,7,14,98
C1044,10/07/2024,INV45483O,CT5347126,GLUTEN-FREE BROWNIE BITES,15,11,165
C1073,10/07/2024,INV45483P,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1075,10/07/2024,INV45483Q,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1086,10/07/2024,INV45483R,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1021,11/07/2024,INV45484S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1028,11/07/2024,INV45484T,CT8152376,DIY COOKIE MIX,16,14,224
C1028,11/07/2024,INV45484U,CT8712654,BROWNIE BITES,18,7,126
C1047,11/07/2024,INV45484V,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1049,11/07/2024,INV45484W,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1052,11/07/2024,INV45484X,CT4923568,GLUTEN-FREE BROWNIE BITES,6,11,30
C1054,11/07/2024,INV45484Y,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1055,11/07/2024,INV45484Z,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1057,11/07/2024,INV45484A,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1058,11/07/2024,INV45484B,CT3825961,MAPLE-CRUSTED PECANS,4,10,40
C1068,11/07/2024,INV45484C,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1070,11/07/2024,INV45484D,CT3825961,MAPLE-CRUSTED PECANS,4,10,40
C1073,11/07/2024,INV45484E,CT8239476,SWEET TOOTH BOX,9,15,135
C1001,12/07/2024,INV45485F,CT8712654,BROWNIE BITES,6,7,42
C1023,12/07/2024,INV45485G,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1043,12/07/2024,INV45485H,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1049,12/07/2024,INV45485I,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1052,12/07/2024,INV45485J,CT9564237,GLUTEN-FREE BROWNIE BITES,8,11,72
C1005,13/07/2024,INV45486K,CT8712654,BROWNIE BITES,7,7,49
C1012,13/07/2024,INV45486L,CT8712654,BROWNIE BITES,11,7,77
C1029,13/07/2024,INV45486M,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1036,13/07/2024,INV45486N,CT8641935,FREEZE-DRIED FRUIT CHIPS,17,8,136
C1040,13/07/2024,INV45486O,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1051,13/07/2024,INV45486P,CT3825961,PLANT-BASED MINI COOKIES,6,9,60
C1059,13/07/2024,INV45486Q,CT9564237,PLANT-BASED MINI COOKIES,14,9,126
C1062,13/07/2024,INV45486R,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1065,13/07/2024,INV45486S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1074,13/07/2024,INV45486T,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1013,14/07/2024,INV45487U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1016,14/07/2024,INV45487V,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1034,14/07/2024,INV45487W,CT8152376,DIY COOKIE MIX,12,14,168
C1035,14/07/2024,INV45487X,CT4923568,MINI COOKIE POUCH,16,5,80
C1042,14/07/2024,INV45487Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1050,14/07/2024,INV45487Z,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1056,14/07/2024,INV45487A,CT8239476,SWEET TOOTH BOX,6,15,90
C1058,14/07/2024,INV45487B,CT8712654,BROWNIE BITES,7,7,49
C1022,15/07/2024,INV45488C,CT8152376,PLANT-BASED MINI COOKIES,11,9,154
C1029,15/07/2024,INV45488D,CT8712654,BROWNIE BITES,12,7,84
C1031,15/07/2024,INV45488E,CT8239476,SWEET TOOTH BOX,7,15,105
C1037,15/07/2024,INV45488F,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1053,15/07/2024,INV45488G,CT8152376,DIY COOKIE MIX,6,14,84
C1054,15/07/2024,INV45488H,CT8712654,BROWNIE BITES,13,7,91
C1055,15/07/2024,INV45488I,CT8712654,BROWNIE BITES,11,7,77
C1067,15/07/2024,INV45488J,CT8239476,SWEET TOOTH BOX,7,15,105
C1070,15/07/2024,INV45488K,CT8712654,BROWNIE BITES,5,7,35
C1070,15/07/2024,INV45488L,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1074,15/07/2024,INV45488M,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1013,16/07/2024,INV45489N,CT8712654,BROWNIE BITES,18,7,126
C1021,16/07/2024,INV45489O,CT8152376,DIY COOKIE MIX,9,14,126
C1039,16/07/2024,INV45489P,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1044,16/07/2024,INV45489Q,CT8239476,SWEET TOOTH BOX,11,15,165
C1045,16/07/2024,INV45489R,CT8712654,BROWNIE BITES,6,7,42
C1072,16/07/2024,INV45489S,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1010,17/07/2024,INV45490T,CT8239476,SWEET TOOTH BOX,7,15,105
C1012,17/07/2024,INV45490U,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1042,17/07/2024,INV45490V,CT8239476,SWEET TOOTH BOX,8,15,120
C1046,17/07/2024,INV45490W,CT4923568,MINI COOKIE POUCH,9,5,45
C1056,17/07/2024,INV45490X,CT8712654,BROWNIE BITES,6,7,42
C1062,17/07/2024,INV45490Y,CT3981567,HONEY-ROASTED ALMOND BRITTLE,12,6,72
C1073,17/07/2024,INV45490Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1073,17/07/2024,INV45490A,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1014,18/07/2024,INV45491B,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1025,18/07/2024,INV45491C,CT8239476,SWEET TOOTH BOX,8,15,120
C1030,18/07/2024,INV45491D,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1041,18/07/2024,INV45491E,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1044,18/07/2024,INV45491F,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,16,13,208
C1050,18/07/2024,INV45491G,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1054,18/07/2024,INV45491H,CT8712654,BROWNIE BITES,13,7,91
C1058,18/07/2024,INV45491I,CT4923568,MINI COOKIE POUCH,5,5,25
C1085,18/07/2024,INV45491J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1011,19/07/2024,INV45492K,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1011,19/07/2024,INV45492L,CT4923568,MINI COOKIE POUCH,15,5,75
C1018,19/07/2024,INV45492M,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1018,19/07/2024,INV45492N,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1025,19/07/2024,INV45492O,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1028,19/07/2024,INV45492P,CT8239476,SWEET TOOTH BOX,12,15,180
C1029,19/07/2024,INV45492Q,CT8152376,DIY COOKIE MIX,9,14,126
C1049,19/07/2024,INV45492R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1056,19/07/2024,INV45492S,CT8152376,DIY COOKIE MIX,8,14,112
C1091,19/07/2024,INV45492T,CT8152376,DIY COOKIE MIX,9,14,126
C1006,20/07/2024,INV45493U,CT8152376,DIY COOKIE MIX,8,14,112
C1011,20/07/2024,INV45493V,CT8712654,BROWNIE BITES,9,7,63
C1019,20/07/2024,INV45493W,CT8712654,BROWNIE BITES,14,7,98
C1027,20/07/2024,INV45493X,CT8712654,BROWNIE BITES,6,7,42
C1030,20/07/2024,INV45493Y,CT3981567,HONEY-ROASTED ALMOND BRITTLE,16,6,96
C1032,20/07/2024,INV45493Z,CT4923568,MINI COOKIE POUCH,12,5,60
C1051,20/07/2024,INV45493A,CT8152376,PLANT-BASED MINI COOKIES,7,9,98
C1053,20/07/2024,INV45493B,CT4923568,MINI COOKIE POUCH,5,5,25
C1075,20/07/2024,INV45493C,CT8152376,DIY COOKIE MIX,7,14,98
C1006,21/07/2024,INV45494D,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1008,21/07/2024,INV45494E,CT8152376,DIY COOKIE MIX,11,14,154
C1009,21/07/2024,INV45494F,CT8152376,DIY COOKIE MIX,13,14,182
C1010,21/07/2024,INV45494G,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1017,21/07/2024,INV45494H,CT3981567,MINI COOKIE POUCH,5,5,30
C1021,21/07/2024,INV45494I,CT8152376,DIY COOKIE MIX,7,14,98
C1027,21/07/2024,INV45494J,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1036,21/07/2024,INV45494K,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1043,21/07/2024,INV45494L,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1057,21/07/2024,INV45494M,CT8152376,DIY COOKIE MIX,8,14,112
C1062,21/07/2024,INV45494N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,15,12,180
C1069,21/07/2024,INV45494O,CT3981567,HONEY-ROASTED ALMOND BRITTLE,15,6,90
C1072,21/07/2024,INV45494P,CT8152376,DIY COOKIE MIX,6,14,84
C1086,21/07/2024,INV45494Q,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1000,22/07/2024,INV45495R,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1000,22/07/2024,INV45495S,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1005,22/07/2024,INV45495T,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1007,22/07/2024,INV45495U,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1011,22/07/2024,INV45495V,CT3981567,HONEY-ROASTED ALMOND BRITTLE,14,6,84
C1013,22/07/2024,INV45495W,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1014,22/07/2024,INV45495X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1014,22/07/2024,INV45495Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1025,22/07/2024,INV45495Z,CT4923568,MINI COOKIE POUCH,6,5,30
C1030,22/07/2024,INV45495A,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1036,22/07/2024,INV45495B,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1040,22/07/2024,INV45495C,CT8712654,BROWNIE BITES,12,7,84
C1049,22/07/2024,INV45495D,CT8239476,SWEET TOOTH BOX,9,15,135
C1052,22/07/2024,INV45495E,CT8152376,GLUTEN-FREE BROWNIE BITES,7,11,98
C1055,22/07/2024,INV45495F,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1069,22/07/2024,INV45495G,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1080,22/07/2024,INV45495H,CT8712654,BROWNIE BITES,5,7,35
C1006,23/07/2024,INV45496I,CT8152376,DIY COOKIE MIX,7,14,98
C1012,23/07/2024,INV45496J,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1023,23/07/2024,INV45496K,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1039,23/07/2024,INV45496L,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1043,23/07/2024,INV45496M,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1057,23/07/2024,INV45496N,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1063,23/07/2024,INV45496O,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1063,23/07/2024,INV45496P,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1067,23/07/2024,INV45496Q,CT4923568,MINI COOKIE POUCH,5,5,25
C1005,24/07/2024,INV45497R,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1023,24/07/2024,INV45497S,CT8239476,SWEET TOOTH BOX,16,15,240
C1034,24/07/2024,INV45497T,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,16,12,192
C1054,24/07/2024,INV45497U,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1054,24/07/2024,INV45497V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,12,12,144
C1058,24/07/2024,INV45497W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1063,24/07/2024,INV45497X,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1064,24/07/2024,INV45497Y,CT8239476,SWEET TOOTH BOX,8,15,120
C1067,24/07/2024,INV45497Z,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1000,25/07/2024,INV45498A,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1001,25/07/2024,INV45498B,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1014,25/07/2024,INV45498C,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1035,25/07/2024,INV45498D,CT9564237,PLANT-BASED MINI COOKIES,15,9,135
C1047,25/07/2024,INV45498E,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1053,25/07/2024,INV45498F,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1055,25/07/2024,INV45498G,CT8239476,SWEET TOOTH BOX,7,15,105
C1059,25/07/2024,INV45498H,CT8152376,DIY COOKIE MIX,15,14,210
C1062,25/07/2024,INV45498I,CT3981567,HONEY-ROASTED ALMOND BRITTLE,18,6,108
C1070,25/07/2024,INV45498J,CT8641935,FREEZE-DRIED FRUIT CHIPS,4,8,32
C1089,25/07/2024,INV45498K,CT8712654,BROWNIE BITES,7,7,49
C1097,25/07/2024,INV45498L,CT9564237,DIY COOKIE MIX,6,14,54
C1009,26/07/2024,INV45499M,CT4923568,MINI COOKIE POUCH,12,5,60
C1024,26/07/2024,INV45499N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,12,6,72
C1027,26/07/2024,INV45499O,CT8239476,SWEET TOOTH BOX,10,15,150
C1032,26/07/2024,INV45499P,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1033,26/07/2024,INV45499Q,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1033,26/07/2024,INV45499R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1048,26/07/2024,INV45499S,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1099,26/07/2024,INV45499T,CT8239476,SWEET TOOTH BOX,5,15,75
C1011,27/07/2024,INV45500U,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1026,27/07/2024,INV45500V,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1029,27/07/2024,INV45500W,CT3981567,HONEY-ROASTED ALMOND BRITTLE,11,6,66
C1032,27/07/2024,INV45500X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1071,27/07/2024,INV45500Y,CT8712654,BROWNIE BITES,7,7,49
C1011,28/07/2024,INV45501Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1014,28/07/2024,INV45501A,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1039,28/07/2024,INV45501B,CT4923568,MINI COOKIE POUCH,10,5,50
C1047,28/07/2024,INV45501C,CT8641935,FREEZE-DRIED FRUIT CHIPS,12,8,96
C1068,28/07/2024,INV45501D,CT8239476,SWEET TOOTH BOX,10,15,150
C1075,28/07/2024,INV45501E,CT8239476,SWEET TOOTH BOX,11,15,165
C1010,29/07/2024,INV45502F,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1010,29/07/2024,INV45502G,CT8239476,SWEET TOOTH BOX,13,15,195
C1013,29/07/2024,INV45502H,CT4923568,MINI COOKIE POUCH,9,5,45
C1017,29/07/2024,INV45502I,CT9564237,BROWNIE BITES,6,7,54
C1029,29/07/2024,INV45502J,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1033,29/07/2024,INV45502K,CT8641935,FREEZE-DRIED FRUIT CHIPS,16,8,128
C1049,29/07/2024,INV45502L,CT8152376,DIY COOKIE MIX,7,14,98
C1050,29/07/2024,INV45502M,CT8152376,DIY COOKIE MIX,12,14,168
C1052,29/07/2024,INV45502N,CT2671398,GLUTEN-FREE BROWNIE BITES,10,11,130
C1053,29/07/2024,INV45502O,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1058,29/07/2024,INV45502P,CT8712654,BROWNIE BITES,6,7,42
C1012,30/07/2024,INV45503Q,CT8152376,DIY COOKIE MIX,7,14,98
C1025,30/07/2024,INV45503R,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1033,30/07/2024,INV45503S,CT8152376,DIY COOKIE MIX,13,14,182
C1036,30/07/2024,INV45503T,CT3981567,HONEY-ROASTED ALMOND BRITTLE,20,6,120
C1044,30/07/2024,INV45503U,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1046,30/07/2024,INV45503V,CT8239476,SWEET TOOTH BOX,10,15,150
C1050,30/07/2024,INV45503W,CT8712654,BROWNIE BITES,15,7,105
C1059,30/07/2024,INV45503X,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1067,30/07/2024,INV45503Y,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1011,31/07/2024,INV45504Z,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1022,31/07/2024,INV45504A,CT8239476,PLANT-BASED MINI COOKIES,10,9,150
C1031,31/07/2024,INV45504B,CT8152376,DIY COOKIE MIX,6,14,84
C1031,31/07/2024,INV45504C,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1035,31/07/2024,INV45504D,CT8152376,DIY COOKIE MIX,9,14,126
C1044,31/07/2024,INV45504E,CT8152376,DIY COOKIE MIX,8,14,112
C1047,31/07/2024,INV45504F,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1056,31/07/2024,INV45504G,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1064,31/07/2024,INV45504H,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1081,31/07/2024,INV45504I,CT8712654,BROWNIE BITES,8,7,56
C1093,31/07/2024,INV45504J,CT8152376,DIY COOKIE MIX,7,14,98
C1007,01/08/2024,INV45505K,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1022,01/08/2024,INV45505L,CT4923568,PLANT-BASED MINI COOKIES,11,9,55
C1032,01/08/2024,INV45505M,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1046,01/08/2024,INV45505N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,12,6,72
C1052,01/08/2024,INV45505O,CT2671398,GLUTEN-FREE BROWNIE BITES,5,11,65
C1057,01/08/2024,INV45505P,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1071,01/08/2024,INV45505Q,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1075,01/08/2024,INV45505R,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1075,01/08/2024,INV45505S,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1041,02/08/2024,INV45506T,CT8239476,SWEET TOOTH BOX,7,15,105
C1071,02/08/2024,INV45506U,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1074,02/08/2024,INV45506V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1016,03/08/2024,INV45507W,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1016,03/08/2024,INV45507X,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1025,03/08/2024,INV45507Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1029,03/08/2024,INV45507Z,CT9564237,PLANT-BASED MINI COOKIES,14,9,126
C1032,03/08/2024,INV45507A,CT4923568,MINI COOKIE POUCH,11,5,55
C1032,03/08/2024,INV45507B,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1035,03/08/2024,INV45507C,CT9564237,PLANT-BASED MINI COOKIES,17,9,153
C1042,03/08/2024,INV45507D,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1052,03/08/2024,INV45507E,CT4923568,GLUTEN-FREE BROWNIE BITES,8,11,40
C1055,03/08/2024,INV45507F,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1056,03/08/2024,INV45507G,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
