customer_id,age,gender,days_since_last_signed_in,distance_from_gym,works_at_partner_company,discounted_signup,avg_monthly_visits,attends_group_classes,referred_by_friend,churned,predicted_churned,churn_probability
FG12461I,43,0,3,0,0,0,16,0,0,0,0,0.01
FG12462L,40,1,26,2,0,1,13,0,1,0,0,0.7
FG12463F,20,1,21,2,1,1,15,0,0,0,0,0.1
FG12464D,44,0,18,2,0,0,16,1,1,0,0,0.33
FG12465Q,44,1,0,1,0,0,24,0,1,0,0,0.0
FG12466Y,59,0,25,2,1,1,18,0,0,1,1,0.9
FG12467G,35,1,4,1,0,0,9,1,0,0,0,0.0
FG12468I,41,1,16,0,0,0,22,0,0,0,0,0.605
FG12469H,33,0,3,1,0,0,13,1,0,0,0,0.0
FG12470O,47,1,1,1,0,1,13,0,0,0,0,0.0
FG12471B,57,0,32,1,0,0,9,0,0,1,1,0.99
FG12472M,28,1,13,1,0,0,6,1,1,0,0,0.0
FG12473S,49,1,42,1,0,0,4,1,0,1,1,0.95
FG12474T,38,1,15,2,0,0,20,0,0,0,0,0.04
FG12475L,41,1,16,1,0,0,12,0,0,0,0,0.14
FG12476I,32,0,8,2,0,1,20,1,0,0,0,0.03
FG12477E,48,1,12,1,0,0,17,0,0,0,0,0.1
FG12478M,21,0,11,0,0,0,11,0,0,0,0,0.01
FG12479P,40,0,9,1,0,0,8,0,0,0,0,0.0
FG12480O,28,0,4,1,0,0,11,1,1,0,0,0.0
FG12481E,38,1,2,1,0,0,25,0,0,0,0,0.0
FG12482Z,24,0,5,0,0,0,16,0,0,0,0,0.0
FG12483R,25,1,2,1,0,0,10,1,0,0,0,0.0
FG12484L,28,1,8,2,0,0,5,1,0,0,0,0.0
FG12485M,43,1,11,1,0,0,16,0,0,1,1,0.61
FG12486J,30,1,25,2,1,1,23,0,0,0,0,0.04
FG12487T,35,1,7,1,0,0,23,0,0,0,0,0.0
FG12488X,35,0,18,0,0,0,6,0,0,0,0,0.12
FG12489I,19,1,9,1,0,0,18,0,0,0,0,0.0
FG12490X,35,0,6,1,0,0,10,1,0,0,0,0.0
FG12491C,28,1,8,1,0,0,16,0,0,0,0,0.0
FG12492H,29,1,1,1,0,0,17,1,1,0,0,0.0
FG12493N,28,1,11,1,0,0,13,0,0,0,0,0.0
FG12494E,22,1,2,1,0,0,9,1,0,0,0,0.0
FG12495N,43,1,2,1,0,1,13,0,0,0,0,0.0
FG12496A,33,0,15,0,1,0,21,1,0,0,0,0.01
FG12497I,32,0,12,2,1,0,12,0,0,0,0,0.0
FG12498Q,42,0,17,1,0,0,15,0,0,1,1,0.27
FG12499P,38,1,20,0,0,1,4,0,0,0,0,0.18
FG12500S,39,0,19,2,1,0,3,0,0,0,0,0.06
FG12501Z,44,0,14,2,0,0,9,1,1,0,0,0.09
FG12502I,32,0,7,1,0,0,22,1,1,0,0,0.0
FG12503S,51,1,37,1,0,1,1,1,0,1,1,0.94
FG12504J,24,0,1,1,0,0,15,1,0,0,0,0.0
FG12505N,26,0,4,0,0,0,5,0,0,0,0,0.0
FG12506K,33,1,10,1,0,0,23,0,0,0,0,0.0
FG12507W,48,0,11,1,0,0,19,1,0,0,0,0.01
FG12508G,22,1,6,1,1,1,15,1,1,0,0,0.0
FG12509Z,21,1,6,1,0,0,18,0,0,0,0,0.0
FG12510S,39,0,10,0,0,0,2,1,1,0,0,0.0
FG12511S,40,0,8,1,0,0,17,1,0,0,0,0.0
FG12512Y,39,1,8,0,0,1,17,1,0,0,0,0.0
FG12513E,32,1,4,1,0,1,19,0,0,0,0,0.0
FG12514T,31,0,12,1,0,0,7,1,1,0,0,0.0
FG12515F,38,1,5,0,0,1,2,1,0,0,0,0.13
FG12516K,36,1,28,2,0,0,23,1,0,0,0,0.14
FG12517Z,19,0,6,1,0,0,12,1,0,0,0,0.0
FG12518M,32,0,14,1,0,0,11,1,0,0,0,0.01
FG12519G,26,0,23,2,0,1,1,0,0,0,0,0.14
FG12520E,37,1,5,1,0,0,17,1,0,0,0,0.0
FG12521M,30,1,14,2,0,0,18,0,0,0,0,0.0
FG12522O,38,0,9,0,0,0,3,1,0,0,0,0.01
FG12523U,31,0,9,1,0,0,24,0,0,0,0,0.0
FG12524L,45,0,4,1,1,0,16,0,0,0,0,0.0
FG12525O,38,0,13,1,0,0,2,1,0,0,0,0.01
FG12526D,39,0,0,1,0,0,21,1,0,0,0,0.0
FG12527K,42,0,26,2,0,0,6,1,0,1,1,0.39
FG12528B,23,1,21,0,0,0,8,1,0,0,0,0.01
FG12529I,47,0,43,0,0,0,7,1,0,1,1,0.92
FG12530Z,38,1,43,0,0,0,18,1,0,1,1,0.89
FG12531F,25,0,4,1,1,0,20,0,0,0,0,0.0
FG12532F,39,0,15,0,0,0,21,1,1,0,0,0.0
FG12533E,25,1,5,1,1,0,7,1,0,0,0,0.0
FG12534O,29,0,7,0,0,0,10,0,0,0,0,0.0
FG12535R,31,1,13,1,0,0,10,1,0,0,0,0.0
FG12536S,42,0,9,0,0,0,14,1,0,0,0,0.01
FG12537H,45,1,22,2,0,0,22,1,0,0,0,0.18
FG12538Y,22,0,5,1,1,0,12,1,0,0,0,0.0
FG12539K,35,1,9,1,0,1,15,1,0,0,0,0.0
FG12540I,27,1,7,0,0,1,10,0,1,0,0,0.01
FG12541G,21,1,9,0,0,0,23,0,0,0,0,0.0
FG12542N,31,1,14,0,0,0,2,0,0,0,0,0.0
FG12543U,30,1,25,2,0,0,7,0,0,0,0,0.0
FG12544X,47,0,9,1,0,0,13,0,0,0,0,0.0
FG12545R,39,1,5,1,0,0,13,0,0,0,0,0.0
FG12546T,20,1,17,0,0,0,9,0,0,0,0,0.02
FG12547J,31,0,3,1,0,0,15,1,0,0,0,0.0
FG12548N,46,0,6,1,0,0,8,0,0,0,0,0.0
FG12549M,30,0,18,2,0,0,2,0,0,0,0,0.0
FG12550S,19,0,13,0,1,0,15,0,0,0,0,0.0
FG12551S,19,0,7,1,0,0,12,1,1,0,0,0.0
FG12552X,39,1,9,1,0,0,11,0,0,0,0,0.0
FG12553U,38,1,10,0,0,1,7,0,0,0,0,0.04
FG12554T,26,1,19,0,0,0,7,1,0,0,0,0.0
FG12555N,41,0,20,2,0,0,5,0,1,1,1,0.73
FG12556N,19,1,2,1,0,1,11,1,1,0,0,0.0
FG12557U,35,0,24,2,0,0,6,0,0,0,0,0.07
FG12558U,37,1,9,0,0,1,20,1,0,0,0,0.01
FG12559D,45,1,6,0,0,1,18,0,0,0,0,0.02
FG12560Z,25,1,14,0,0,0,14,0,0,0,0,0.0
FG12561J,35,1,39,2,0,0,18,0,1,1,1,0.7
FG12562K,23,1,25,2,0,0,5,0,0,0,0,0.01
FG12563C,37,0,12,1,0,0,14,0,0,0,0,0.04
FG12564R,27,1,11,1,1,1,19,0,0,0,0,0.0
FG12565T,32,0,30,2,0,0,7,1,0,0,0,0.0
FG12566W,24,0,13,0,0,1,13,1,1,0,0,0.05
FG12567D,41,0,12,2,0,0,15,0,0,0,0,0.07
FG12568K,43,0,19,0,0,1,3,0,0,0,0,0.14
FG12569W,33,1,3,1,0,0,10,1,0,0,0,0.0
FG12570B,35,0,15,2,0,0,13,1,1,0,0,0.47
FG12571I,19,1,8,1,0,0,5,0,0,0,0,0.0
FG12572Z,33,0,17,2,0,0,6,0,1,0,0,0.03
FG12573J,34,1,9,1,0,0,19,0,1,0,0,0.0
FG12574M,20,0,23,2,1,0,22,0,0,0,0,0.04
FG12575E,22,0,0,1,0,0,22,1,1,0,0,0.0
FG12576Z,51,0,25,0,0,0,8,0,0,1,1,0.98
FG12577D,44,0,16,2,0,0,6,0,1,0,0,0.05
FG12578N,37,1,10,1,0,0,19,0,0,0,0,0.01
FG12579X,26,0,2,0,0,0,23,0,0,0,0,0.02
FG12580V,38,0,31,2,0,0,7,0,0,0,0,0.02
FG12581Q,38,0,17,0,0,1,9,1,0,0,0,0.28
FG12582X,34,1,26,2,0,0,6,1,0,1,1,0.68
FG12583T,47,0,3,1,0,0,12,0,0,0,0,0.0
FG12584O,46,0,0,1,0,0,25,0,0,0,0,0.01
FG12585T,28,1,5,1,0,0,10,1,1,0,0,0.0
FG12586Q,20,0,5,1,0,0,4,1,0,0,0,0.0
FG12587U,31,1,7,1,0,0,5,1,0,0,0,0.0
FG12588H,24,1,12,0,0,0,10,1,1,0,0,0.0
FG12589T,36,0,8,1,0,0,11,0,1,0,0,0.0
FG12590U,48,0,2,1,0,0,9,0,0,0,0,0.01
FG12591X,29,1,1,1,0,0,16,1,0,0,0,0.0
FG12592T,34,1,29,2,0,0,10,0,0,0,0,0.16
FG12593U,34,1,4,0,0,0,19,1,0,0,0,0.0
FG12594D,44,1,7,1,0,0,23,0,1,0,0,0.02
FG12595M,17,1,21,2,0,0,22,0,0,0,0,0.0
FG12596B,28,0,12,0,1,0,18,1,0,0,0,0.0
FG12597W,37,0,12,2,0,0,12,0,0,0,0,0.0
FG12598H,48,0,20,0,0,0,22,0,0,0,0,0.12
FG12599E,55,0,26,1,0,0,15,1,0,1,1,1.0
FG12600R,16,1,15,0,0,0,8,0,0,0,0,0.0
FG12601O,41,0,20,0,1,0,16,1,0,0,0,0.04
FG12602I,27,1,10,1,0,0,20,0,0,0,0,0.0
FG12603F,23,1,12,2,0,0,19,0,0,0,0,0.0
FG12604Q,59,1,27,2,0,0,2,1,0,1,1,0.98
FG12605Y,31,1,6,1,1,0,6,1,1,0,0,0.02
FG12606W,46,0,25,1,0,0,17,1,0,1,1,0.92
FG12607S,17,0,7,1,0,0,7,1,0,0,0,0.0
FG12608K,43,1,2,1,0,1,15,0,0,0,0,0.0
FG12609R,48,0,29,2,0,0,1,1,0,1,1,0.58
FG12610H,41,0,9,1,0,0,23,0,0,0,0,0.0
FG12611T,23,1,1,1,0,0,20,1,0,0,0,0.0
FG12612M,31,1,19,0,0,1,5,0,0,0,0,0.04
FG12613R,34,0,12,2,0,1,6,0,0,0,0,0.02
FG12614R,41,1,21,2,1,1,5,0,0,0,0,0.35
FG12615O,40,0,15,0,0,0,7,1,0,1,1,0.66
FG12616F,28,1,8,2,0,1,4,0,0,0,0,0.02
FG12617X,35,0,22,0,0,0,17,0,1,1,1,0.78
FG12618D,40,1,20,2,1,0,15,0,0,0,0,0.06
FG12619H,49,1,16,0,0,1,17,0,1,0,0,0.195
FG12620E,42,0,11,1,0,0,16,0,0,0,0,0.03
FG12621Y,42,0,15,1,0,0,9,0,0,0,0,0.01
FG12622P,35,0,17,0,0,0,19,0,0,0,0,0.03
FG12623U,49,0,7,1,0,0,19,0,0,0,0,0.0
FG12624G,40,1,5,1,0,0,6,1,0,0,0,0.0
FG12625C,50,0,20,0,0,0,4,0,0,1,1,0.95
FG12626I,32,1,24,2,0,0,11,0,1,0,0,0.0
FG12627R,39,1,3,1,0,0,23,0,0,0,0,0.0
FG12628E,29,0,10,0,0,0,12,0,0,0,0,0.01
FG12629M,30,0,10,0,0,0,4,0,1,0,0,0.0
FG12630V,37,0,17,2,0,0,6,0,0,0,0,0.03
FG12631D,40,0,27,2,0,0,15,1,0,0,0,0.08
FG12632C,34,0,15,0,0,1,10,0,1,0,0,0.24
FG12633U,38,1,8,0,0,0,11,0,1,0,0,0.11
FG12634Q,49,1,5,1,0,0,23,0,0,0,0,0.0
FG12635X,45,0,14,0,0,1,11,0,0,0,0,0.15
FG12636F,36,1,34,0,0,0,9,0,0,1,1,0.93
FG12637L,46,1,20,2,0,0,17,1,0,0,0,0.12
FG12638A,47,1,44,0,0,0,17,0,0,1,1,0.94
FG12639K,39,0,6,1,0,0,20,0,0,0,0,0.0
FG12640G,31,1,7,0,1,1,10,1,0,0,0,0.0
FG12641Y,32,0,5,1,0,0,9,0,0,0,0,0.0
FG12642Q,25,0,6,1,0,0,4,1,0,0,0,0.0
FG12643P,28,1,12,1,0,0,22,1,1,0,0,0.02
FG12644C,23,0,12,1,1,0,8,0,1,0,0,0.0
FG12645P,28,0,13,2,0,0,4,0,0,0,0,0.01
FG12646A,47,0,19,1,0,0,7,1,0,1,1,0.87
FG12647V,21,0,13,1,0,0,22,0,0,0,0,0.0
FG12648M,35,1,17,2,0,0,22,1,0,0,0,0.11
FG12649L,44,0,10,1,0,0,1,0,0,0,0,0.01
FG12650S,25,1,10,1,0,1,20,1,0,0,0,0.0
FG12651N,27,0,5,1,0,0,19,0,0,0,0,0.0
FG12652V,40,0,11,1,0,0,11,0,0,0,0,0.02
FG12653B,45,0,11,1,0,0,16,0,1,0,0,0.1
FG12654Q,27,1,6,1,0,0,1,0,1,0,0,0.0
FG12655G,42,1,3,0,0,0,9,1,0,0,0,0.0
FG12656J,25,1,11,1,0,0,8,0,0,0,0,0.0
FG12657M,44,1,6,1,0,0,13,0,0,0,0,0.0
FG12658Q,36,1,19,2,0,0,8,0,0,0,0,0.15
FG12659R,42,0,0,1,0,0,12,0,0,0,0,0.0
FG12660G,23,1,23,2,0,1,5,1,0,0,0,0.0
FG12661M,27,1,7,1,0,0,21,0,0,0,0,0.0
FG12662B,40,1,13,1,0,0,1,0,0,0,0,0.02
FG12663E,24,0,18,0,1,0,10,1,0,0,0,0.01
FG12664G,41,0,6,1,0,0,8,1,1,0,0,0.0
FG12665W,22,0,3,1,0,0,14,0,1,0,0,0.0
FG12666H,43,0,8,0,0,0,1,1,0,0,0,0.0
FG12667Q,23,1,5,1,0,0,18,1,0,0,0,0.0
FG12668C,40,0,4,0,0,0,2,1,0,0,0,0.01
FG12669W,42,1,19,2,0,0,4,0,1,0,0,0.49
FG12670H,26,1,12,1,0,0,11,0,0,0,0,0.04
FG12671O,39,0,14,0,1,1,7,1,0,0,0,0.14
FG12672J,38,0,17,0,0,1,12,1,0,0,0,0.5
FG12673W,29,0,20,2,0,0,16,0,0,0,0,0.03
FG12674R,24,1,17,2,0,0,22,0,0,0,0,0.0
FG12675G,17,1,17,2,0,0,1,1,0,0,0,0.0
FG12676C,40,1,4,1,0,0,6,1,0,0,0,0.0
FG12677O,20,0,17,0,0,0,20,1,0,0,0,0.0
FG12678W,35,1,14,1,0,0,1,0,0,0,0,0.01
FG12679B,32,1,3,1,0,0,22,0,0,0,0,0.0
FG12680D,42,1,23,2,0,0,21,0,1,0,0,0.31
FG12681D,33,0,5,1,0,0,8,1,0,0,0,0.0
FG12682N,32,1,22,2,0,1,3,0,0,0,0,0.01
FG12683W,44,0,4,1,0,0,4,0,0,0,0,0.01
FG12684X,37,1,26,2,0,0,1,1,0,0,0,0.17
FG12685O,37,0,4,1,0,0,1,0,1,0,0,0.0
FG12686D,38,0,0,0,0,0,9,1,0,0,0,0.06
FG12687V,19,1,1,1,0,0,11,0,0,0,0,0.01
FG12688E,42,0,8,0,0,0,20,1,0,0,0,0.0
FG12689Q,41,1,0,1,0,0,7,0,0,0,0,0.03
FG12690P,25,0,6,0,0,0,7,1,0,0,0,0.0
FG12691O,33,1,8,1,0,0,22,0,0,0,0,0.0
FG12692B,33,1,5,1,0,0,7,0,1,0,0,0.0
FG12693W,32,1,15,1,0,0,13,0,1,0,0,0.02
FG12694R,39,1,37,1,0,0,13,1,0,1,1,0.96
FG12695B,49,0,16,2,0,0,13,0,0,0,0,0.17
FG12696L,44,1,16,2,0,0,7,0,0,0,0,0.07
FG12697B,22,0,1,1,1,0,7,1,0,0,0,0.0
FG12698O,40,1,6,0,0,0,14,0,0,0,0,0.0
FG12699W,48,0,22,0,0,0,25,0,0,0,0,0.15
FG12700E,38,0,2,1,0,1,24,0,1,0,0,0.0
FG12701K,44,0,14,1,0,0,24,0,0,1,1,0.67
FG12702A,39,0,7,1,0,0,14,1,0,0,0,0.0
FG12703V,44,1,2,1,0,0,11,0,0,0,0,0.0
FG12704B,38,1,8,1,0,0,7,1,0,0,0,0.0
FG12705Z,45,1,1,1,0,0,20,0,0,0,0,0.0
FG12706V,37,1,8,0,0,0,17,1,0,0,0,0.01
FG12707G,36,1,9,2,1,1,12,1,0,0,0,0.08
FG12708C,30,1,8,0,0,0,22,1,0,0,0,0.0
FG12709F,48,1,4,1,0,0,10,0,0,0,0,0.0
FG12710P,26,1,4,1,0,0,5,1,0,0,0,0.0
FG12711B,18,0,14,1,0,1,9,1,0,0,0,0.0
FG12712Z,40,0,14,2,0,0,9,0,0,0,0,0.06
FG12713E,21,0,5,1,0,1,10,1,1,0,0,0.0
FG12714M,38,0,7,0,0,1,19,0,0,0,0,0.0
FG12715B,20,0,12,1,0,1,9,1,1,0,0,0.0
FG12716W,40,1,4,0,0,1,10,1,0,0,0,0.0
FG12717S,44,1,27,0,0,1,9,0,0,1,1,0.93
FG12718E,28,0,15,1,0,0,6,0,0,0,0,0.02
FG12719Z,36,0,25,2,0,1,11,0,0,0,0,0.23
FG12720N,40,0,4,1,0,0,16,0,0,0,0,0.0
FG12721N,28,1,11,2,0,0,20,0,0,0,0,0.0
FG12722J,25,1,10,0,0,0,2,1,0,0,0,0.0
FG12723N,35,1,20,2,0,1,23,0,0,0,0,0.03
FG12724Z,28,0,13,0,1,0,7,0,0,0,0,0.0
FG12725A,35,0,8,2,0,0,12,0,0,0,0,0.0
FG12726A,44,0,5,0,0,0,24,1,1,0,0,0.01
FG12727Y,48,1,27,1,0,0,14,0,0,1,1,0.62
FG12728M,29,0,14,0,0,0,1,1,0,0,0,0.0
FG12729X,30,1,25,2,0,0,6,0,1,0,0,0.01
FG12730K,47,1,11,2,0,1,15,0,0,0,0,0.03
FG12731X,26,0,4,1,1,0,1,0,0,0,0,0.0
FG12732F,40,1,13,0,0,0,19,1,0,0,0,0.01
FG12733G,54,1,44,1,1,0,14,1,0,1,1,0.92
FG12734L,21,0,18,0,0,1,11,0,0,0,0,0.01
FG12735F,28,0,0,1,0,1,18,1,0,0,0,0.0
FG12736Y,59,1,11,1,0,0,8,1,0,1,1,0.96
FG12737P,39,0,22,2,0,0,19,0,0,0,0,0.11
FG12738T,49,1,12,1,0,0,10,0,1,1,1,0.63
FG12739Q,43,0,15,0,0,0,8,0,1,0,0,0.01
FG12740Q,40,0,13,0,0,0,15,0,0,0,0,0.0
FG12741L,38,1,9,1,1,1,13,1,0,0,0,0.0
FG12742B,34,0,12,1,0,0,25,0,0,0,0,0.05
FG12743Q,40,1,18,0,0,0,1,0,0,0,0,0.01
FG12744J,19,0,9,1,0,1,10,1,0,0,0,0.0
FG12745Z,31,1,22,2,1,0,11,0,0,0,0,0.02
FG12746B,37,1,13,2,1,0,23,0,0,0,0,0.02
FG12747J,24,0,20,1,0,0,11,0,0,0,0,0.04
FG12748Q,36,0,8,1,0,0,21,1,0,0,0,0.01
FG12749L,33,1,13,1,0,0,21,1,0,0,0,0.05
FG12750Y,28,1,3,0,0,0,13,0,0,0,0,0.01
FG12751F,50,1,35,1,0,0,25,0,0,1,1,0.97
FG12752J,31,1,6,1,0,1,15,1,0,0,0,0.0
FG12753U,34,0,8,0,1,0,10,0,0,0,0,0.04
FG12754A,34,1,10,2,1,0,12,0,0,0,0,0.05
FG12755J,30,1,2,1,0,0,15,1,0,0,0,0.0
FG12756F,35,0,9,1,0,0,2,1,0,0,0,0.0
FG12757K,27,0,14,2,0,1,23,0,0,0,0,0.0
FG12758R,24,0,11,0,0,0,16,1,0,0,0,0.0
FG12759I,41,0,15,0,1,0,25,0,0,0,0,0.07
FG12760W,39,1,16,0,0,0,8,1,0,0,0,0.08
FG12761X,27,1,18,2,0,1,17,0,0,0,0,0.02
FG12762Y,43,0,12,0,0,0,20,0,1,0,0,0.0
FG12763A,28,1,11,2,0,1,18,1,0,0,0,0.01
FG12764B,38,0,1,0,0,0,16,1,1,0,0,0.01
FG12765R,44,0,19,0,0,0,9,0,0,1,1,0.74
FG12766V,31,1,6,1,0,0,16,1,0,0,0,0.0
FG12767J,39,0,2,1,0,1,19,0,0,0,0,0.0
FG12768S,28,1,11,0,0,0,18,1,0,0,0,0.0
FG12769E,33,1,5,1,0,0,23,0,0,0,0,0.0
FG12770B,32,1,20,0,0,0,10,1,1,0,0,0.04
FG12771C,28,0,8,1,0,0,5,1,0,0,0,0.0
FG12772M,33,1,27,2,0,1,24,1,0,0,0,0.05
FG12773V,17,0,4,1,0,0,15,1,0,0,0,0.0
FG12774Q,30,0,25,2,0,1,10,0,0,0,0,0.02
FG12775Z,32,0,4,0,0,0,19,1,0,0,0,0.0
FG12776Y,33,0,4,1,0,0,10,1,0,0,0,0.0
FG12777O,31,1,14,0,0,1,24,0,0,0,0,0.0
FG12778M,35,1,1,1,0,0,14,1,0,0,0,0.0
FG12779P,38,1,5,1,0,0,2,0,0,0,0,0.0
FG12780G,43,0,8,1,0,0,10,0,0,0,0,0.0
FG12781S,28,1,4,1,0,0,1,1,0,0,0,0.0
FG12782Z,22,0,10,2,0,0,18,0,0,0,0,0.0
FG12783R,25,0,2,1,0,0,11,1,0,0,0,0.0
FG12784J,29,0,12,0,0,0,13,1,0,0,0,0.0
FG12785X,30,1,10,1,0,1,12,1,0,0,0,0.0
FG12786G,55,0,36,0,0,0,6,0,0,1,1,0.98
FG12787D,24,0,6,1,0,0,25,1,0,0,0,0.0
FG12788P,35,1,44,0,0,0,1,0,0,1,1,0.95
FG12789P,38,1,41,2,0,0,15,0,0,1,1,0.97
FG12790P,42,1,10,0,0,1,18,0,0,0,0,0.01
FG12791D,42,0,11,1,1,0,24,1,0,1,1,0.7
FG12792Z,30,0,10,0,0,0,21,0,0,0,0,0.01
FG12793E,24,0,3,1,0,0,18,0,0,0,0,0.0
FG12794K,34,1,4,1,0,0,14,0,0,0,0,0.0
FG12795Z,25,0,11,2,1,0,3,1,0,0,0,0.0
FG12796H,40,0,9,1,0,0,16,0,0,0,0,0.0
FG12797G,19,1,11,1,0,0,14,1,0,0,0,0.0
FG12798C,60,0,20,0,0,0,12,1,0,1,1,0.98
FG12799I,38,0,3,1,0,0,24,1,0,0,0,0.0
FG12800G,34,0,12,2,0,0,23,1,1,0,0,0.09
FG12801F,23,1,7,1,0,0,15,1,0,0,0,0.0
FG12802Z,38,1,15,2,0,0,18,0,0,0,0,0.01
FG12803O,22,0,34,0,0,0,17,0,0,1,1,0.65
FG12804D,34,1,7,1,0,0,6,1,1,0,0,0.0
FG12805N,51,1,35,0,0,0,6,0,0,1,1,1.0
FG12806F,34,1,18,0,0,0,22,0,0,0,0,0.03
FG12807L,26,0,1,1,0,0,21,0,0,0,0,0.0
FG12808D,44,0,19,0,1,1,5,0,0,0,0,0.17
FG12809C,29,1,16,0,0,0,11,1,0,0,0,0.02
FG12810W,34,1,14,0,0,0,1,1,0,0,0,0.01
FG12811L,29,1,9,1,0,0,22,0,1,0,0,0.0
FG12812Y,30,1,4,1,0,0,21,0,0,0,0,0.0
FG12813W,32,0,8,1,0,0,4,0,1,0,0,0.0
FG12814I,39,0,12,0,0,0,19,0,0,0,0,0.0
FG12815I,44,0,11,2,0,1,10,0,0,0,0,0.03
FG12816V,40,1,8,1,0,1,2,0,0,0,0,0.02
FG12817B,36,0,1,1,0,0,13,1,0,0,0,0.01
FG12818Z,39,1,19,0,0,0,5,0,0,0,0,0.08
FG12819A,18,1,15,2,0,0,16,0,0,0,0,0.01
FG12820Q,32,0,14,2,0,1,13,0,1,0,0,0.01
FG12821X,43,0,14,0,0,0,21,1,0,0,0,0.01
FG12822Y,34,0,16,1,0,0,18,0,0,0,0,0.12
FG12823U,20,1,3,1,0,0,12,1,0,0,0,0.0
FG12824F,33,0,13,1,0,0,5,1,0,0,0,0.02
FG12825Q,40,0,4,1,0,0,7,0,0,0,0,0.0
FG12826T,47,0,16,0,0,0,24,0,0,0,0,0.26
FG12827M,34,1,11,1,0,0,14,1,0,0,0,0.0
FG12828D,43,1,9,1,0,0,14,0,0,0,0,0.0
FG12829G,31,0,3,1,0,0,9,0,0,0,0,0.0
FG12830B,18,0,2,1,0,0,12,0,0,0,0,0.0
FG12831B,25,1,17,2,0,0,21,0,0,0,0,0.01
FG12832B,49,1,5,1,0,0,5,0,0,0,0,0.0
FG12833E,30,1,8,1,0,1,14,1,0,0,0,0.0
FG12834L,33,1,11,0,1,0,5,0,0,0,0,0.02
FG12835Q,33,0,11,1,0,0,15,1,0,0,0,0.04
FG12836D,53,1,16,0,0,0,15,0,1,1,1,0.9
FG12837V,30,1,13,2,0,0,11,0,0,0,0,0.0
FG12838T,34,1,15,2,0,1,8,0,0,0,0,0.08
FG12839G,33,1,11,2,0,0,4,0,0,0,0,0.01
FG12840U,37,1,6,1,0,0,22,1,0,0,0,0.01
FG12841G,18,0,13,0,0,0,15,0,0,0,0,0.0
FG12842L,28,0,10,1,0,0,13,0,0,0,0,0.0
FG12843I,37,1,44,1,0,0,3,1,0,1,1,0.7
FG12844B,36,1,5,2,0,0,3,0,0,0,0,0.01
FG12845A,25,1,7,1,0,0,18,1,0,0,0,0.0
FG12846A,27,1,15,2,0,1,10,0,0,0,0,0.03
FG12847L,25,0,0,1,1,0,24,1,0,0,0,0.03
FG12848K,28,0,19,0,0,0,3,1,0,0,0,0.01
FG12849F,41,0,29,1,0,0,11,1,0,1,1,0.89
FG12850G,29,0,0,1,0,1,9,1,0,0,0,0.0
FG12851E,43,1,15,2,0,0,20,0,0,0,0,0.03
FG12852T,25,0,7,1,0,0,8,1,0,0,0,0.0
FG12853C,37,0,10,0,0,1,9,0,0,0,0,0.04
FG12854J,47,0,9,1,0,0,17,1,0,0,0,0.0
FG12855D,28,1,0,1,0,0,25,0,0,0,0,0.0
FG12856P,27,0,7,1,0,0,3,0,0,0,0,0.0
FG12857Z,33,0,22,2,1,1,6,0,0,0,0,0.1
FG12858X,47,1,8,1,0,0,20,0,0,0,0,0.0
FG12859F,35,1,7,1,0,0,21,1,0,0,0,0.01
FG12860L,29,0,12,1,0,0,23,0,0,0,0,0.0
FG12861H,39,0,4,0,0,1,1,1,0,0,0,0.08
FG12862E,31,0,17,0,0,1,3,0,0,1,1,0.78
FG12863K,41,0,15,0,0,0,1,0,0,0,0,0.01
FG12864D,40,0,6,1,0,0,13,0,0,0,0,0.0
FG12865Q,30,1,18,2,1,1,3,1,0,0,0,0.07
FG12866G,27,0,3,0,0,0,13,1,0,0,0,0.0
FG12867R,27,1,20,2,0,1,7,1,0,0,0,0.03
FG12868C,39,0,31,2,0,0,5,0,0,0,0,0.03
FG12869D,46,1,17,0,0,0,12,0,0,0,0,0.13
FG12870P,27,0,11,1,0,1,17,0,0,0,0,0.0
FG12871E,40,0,12,2,0,0,12,0,0,0,0,0.0
FG12872A,17,0,23,2,1,1,20,1,0,0,0,0.01
FG12873E,29,0,9,1,1,1,9,0,0,0,0,0.0
FG12874P,34,0,8,1,0,0,25,0,0,0,0,0.0
FG12875J,25,0,5,2,1,0,22,0,0,0,0,0.01
FG12876R,25,1,5,1,1,0,12,1,0,0,0,0.0
FG12877B,27,1,29,2,0,0,16,0,0,0,0,0.02
FG12878Q,38,1,9,1,0,0,17,1,0,0,0,0.0
FG12879P,35,1,24,1,0,0,15,0,1,1,1,0.84
FG12880N,18,0,7,1,0,0,3,1,0,0,0,0.0
FG12881U,18,0,13,1,0,0,18,0,0,0,0,0.0
FG12882V,28,0,5,1,0,1,17,1,0,0,0,0.0
FG12883U,39,1,6,1,0,0,22,0,0,0,0,0.0
FG12884L,17,1,20,0,0,0,14,1,0,0,0,0.01
FG12885J,30,0,13,2,0,0,1,1,0,0,0,0.0
FG12886K,29,0,11,1,0,0,21,1,1,0,0,0.05
FG12887H,47,1,8,0,0,0,21,0,0,0,0,0.03
FG12888S,31,0,7,0,0,0,4,1,0,0,0,0.0
FG12889J,38,0,16,0,0,1,8,0,0,0,0,0.25
FG12890H,35,1,15,0,0,0,3,0,0,0,0,0.11
FG12891K,19,0,8,1,0,1,18,0,0,0,0,0.0
FG12892N,43,1,6,1,0,0,7,0,0,0,0,0.0
FG12893S,36,1,9,1,0,0,4,1,0,0,0,0.01
