Simulated Returns,Simulated Index Values
-0.0236,5749.46
-0.0134,5807.96
-0.0301,5712.02
-0.0197,5771.78
-0.1124,5260.75
-0.0234,5750.35
-0.036,5678.67
0.0095,5942.71
0.032,6077.94
0.0715,6323.03
-0.0321,5700.69
0.0012,5893.85
-0.0582,5553.61
-0.0297,5714.46
0.0569,6231.02
-0.0061,5850.83
0.0111,5952.42
-0.078,5444.79
-0.0301,5711.76
-0.0444,5630.7
-0.0747,5462.72
-0.0487,5606.81
-0.0211,5763.53
-0.0054,5854.85
-0.0411,5649.61
-0.0174,5784.87
-0.0711,5482.51
-0.0418,5645.41
-0.0621,5532.28
-0.0176,5783.66
0.013,5963.6
-0.0511,5593.07
-0.049,5605.12
-0.0403,5654.07
-0.0355,5681.42
0.0101,5946.28
-0.0027,5870.48
0.0073,5929.68
0.076,6351.36
-0.0529,5583.39
0.0056,5919.73
0.0026,5901.95
0.0268,6046.23
0.001,5892.24
0.0189,5998.6
-0.0011,5879.87
0.0498,6187.04
0.0286,6057.6
-0.0706,5485.38
0.0032,5905.16
-0.0314,5704.56
-0.0428,5639.76
0.037,6108.21
0.0181,5993.8
-0.0564,5563.69
-0.0599,5544.57
0.0203,6007.53
0.0412,6134.05
0.0212,6012.94
0.0275,6050.64
-0.0014,5878.3
0.023,6023.56
-0.0489,5605.4
0.0743,6340.67
0.0108,5950.76
-0.0178,5782.78
-0.0776,5447.01
0.0227,6021.68
-0.0329,5696.22
-0.0366,5674.92
0.0132,5964.51
0.0067,5926.31
-0.0059,5851.81
-0.0073,5843.59
0.0323,6080.01
-0.0045,5860.19
-0.0622,5531.68
-0.0463,5620.28
-0.0176,5784.02
0.0293,6061.82
-0.0784,5442.6
0.0271,6048.24
-0.0045,5860.22
-0.0136,5807.26
-0.0111,5821.54
0.0043,5912.03
0.0205,6008.37
0.008,5933.62
-0.001,5880.87
0.0181,5993.77
-0.037,5672.71
0.0304,6068.02
0.0631,6269.68
-0.0566,5562.7
-0.0259,5735.8
-0.0201,5769.57
0.0585,6241.38
-0.0122,5815.2
0.0621,6263.76
0.0159,5980.68
0.018,5993.65
0.0608,6255.74
0.0237,6027.92
-0.0608,5539.52
0.0185,5996.36
-0.085,5406.72
-0.0098,5829.36
-0.0475,5613.31
-0.0543,5575.21
-0.0156,5795.5
0.0736,6336.33
0.049,6181.92
0.0572,6232.79
0.0673,6296.38
0.0069,5927.38
0.0083,5935.62
-0.0447,5628.97
-0.0217,5760.14
0.0841,6403.2
0.0307,6069.98
0.0275,6050.58
0.0575,6234.96
0.0475,6172.74
0.0425,6142.14
-0.0102,5826.73
-0.0152,5797.68
-0.0374,5670.52
-0.0033,5867.27
0.0115,5954.74
-0.0496,5601.72
-0.0409,5650.85
-0.0042,5861.99
-0.0264,5733.27
0.0259,6040.8
-0.0599,5544.38
-0.0033,5866.88
-0.0029,5869.53
0.0586,6242.06
0.0037,5908.34
-0.0458,5623.1
0.0199,6005.02
-0.0178,5782.73
0.0093,5941.67
-0.0756,5458.02
-0.0115,5819.26
0.0255,6038.3
0.0293,6061.48
-0.0356,5680.5
0.0638,6274.59
0.0043,5911.9
0.0294,6061.9
-0.0226,5754.8
0.0226,6020.87
-0.0267,5731.21
0.0926,6457.46
0.0356,6099.76
-0.0063,5849.57
0.0246,6033.4
0.0397,6124.85
-0.0107,5823.63
0.0802,6377.87
0.0055,5918.84
0.0095,5942.48
-0.0449,5627.82
-0.0308,5708.06
0.0755,6348.4
-0.0695,5491.51
-0.0524,5586.15
-0.0242,5746.02
0.0196,6003.1
-0.0004,5884.02
-0.0191,5775.05
-0.0301,5711.72
-0.0088,5835.06
-0.0222,5757.1
-0.0096,5830.6
-0.0229,5753.15
-0.0816,5425.44
-0.0744,5464.6
-0.0029,5869.34
0.0415,6136.27
-0.027,5729.66
-0.0308,5707.86
0.0413,6134.82
-0.092,5369.38
-0.0177,5783.39
-0.0201,5769.46
0.0468,6168.63
0.0312,6073.41
-0.0625,5529.95
-0.063,5527.15
-0.0203,5768.2
-0.0455,5624.56
0.022,6017.65
0.0467,6168.25
-0.0668,5506.16
0.0506,6192.2
-0.0568,5561.33
-0.0356,5680.62
-0.0386,5663.77
0.0399,6126.16
0.0266,6045.51
-0.0012,5879.26
-0.0725,5474.73
-0.0146,5801.25
-0.0043,5861.22
0.0152,5976.88
0.0132,5965.03
-0.0373,5670.88
0.0018,5897.06
-0.0825,5420.39
-0.005,5857.45
0.0165,5984.68
-0.0542,5576.02
-0.0092,5832.78
-0.0614,5535.91
0.0089,5939.05
0.0024,5900.84
-0.0386,5663.83
-0.0382,5665.86
0.026,6041.63
-0.0741,5466.33
0.0007,5890.91
0.0218,6016.44
0.1112,6578.87
-0.0164,5790.95
0.0089,5939.04
0.0655,6284.72
-0.0012,5879.4
0.0068,5926.53
0.0184,5995.85
0.0084,5936.16
-0.0201,5769.7
0.0534,6209.14
-0.0666,5507.49
-0.0345,5686.92
-0.019,5775.81
-0.0136,5806.95
0.0082,5934.83
0.0417,6137.06
0.0045,5912.84
0.025,6035.46
-0.0053,5855.44
-0.0464,5619.4
0.0655,6284.79
-0.0761,5455.2
0.0728,6330.91
0.0049,5915.63
-0.0355,5681.19
0.0248,6034.52
-0.0063,5849.75
0.0412,6133.89
0.0033,5905.84
0.0077,5932.2
0.0009,5892.02
0.0904,6443.48
0.0042,5911.47
0.0031,5904.84
-0.0104,5825.4
0.0367,6106.47
-0.0272,5728.88
-0.1049,5300.17
-0.1178,5232.51
0.0176,5991.15
0.0492,6183.52
0.0097,5943.66
0.0249,6035.08
0.0255,6038.85
0.0342,6091.18
0.0579,6237.15
-0.0401,5655.11
-0.0074,5843.02
0.0851,6409.36
0.0287,6057.72
0.0229,6023.1
-0.0027,5870.66
-0.045,5627.57
-0.0339,5690.34
0.0026,5902.08
0.0092,5940.72
0.0622,6264.1
0.0122,5958.67
-0.0327,5697.46
0.019,5999.6
-0.0528,5583.81
0.0171,5988.34
-0.0047,5858.82
-0.0012,5879.24
-0.0049,5857.89
0.0748,6343.91
-0.0208,5765.38
0.0145,5972.52
0.0297,6063.95
0.028,6053.73
0.0305,6068.72
-0.0314,5704.82
-0.1076,5286.25
0.0105,5948.54
0.0242,6030.62
-0.0166,5789.81
-0.0364,5676.3
-0.0012,5879.28
-0.0449,5627.87
-0.0067,5847.53
-0.0057,5852.84
0.0034,5906.72
-0.0177,5783.56
0.0264,6044.03
0.0017,5896.29
-0.0751,5460.51
-0.0497,5601.31
-0.0487,5606.98
0.0532,6208.13
-0.0596,5546.06
0.0611,6257.48
0.0284,6056.39
0.0161,5981.97
0.0163,5983.02
0.018,5993.28
0.0264,6043.73
-0.0215,5761.18
-0.0415,5647.0
0.0223,6019.06
0.0214,6013.71
0.0061,5922.35
0.0255,6038.33
0.0197,6003.59
-0.0064,5848.81
-0.0732,5470.79
-0.0218,5759.84
-0.0255,5738.33
-0.0084,5837.42
0.001,5892.51
0.027,6047.56
0.0368,6107.43
-0.0896,5382.25
0.0463,6165.41
0.008,5933.86
0.0241,6030.07
-0.0181,5780.81
-0.0194,5773.52
0.0087,5938.15
0.0159,5980.98
0.0691,6307.99
-0.0122,5815.17
0.0303,6067.91
-0.101,5321.07
0.0276,6051.27
0.0902,6442.28
-0.0456,5624.11
0.0745,6341.59
0.0418,6137.99
0.0111,5952.01
0.0522,6201.93
-0.0439,5633.87
0.0148,5974.33
0.0486,6179.79
0.0301,6066.63
-0.0215,5761.52
-0.036,5678.22
-0.0314,5704.43
-0.0926,5365.96
-0.0201,5769.41
0.0087,5938.02
-0.0008,5881.95
-0.0037,5865.02
-0.0565,5563.17
0.0119,5956.9
-0.0415,5647.41
0.028,6053.74
-0.0389,5662.19
0.0754,6347.53
-0.0135,5807.7
0.0952,6474.52
-0.0234,5750.64
0.0283,6055.71
-0.0042,5862.13
-0.0777,5446.55
0.0421,6139.76
0.012,5957.64
0.0843,6404.29
0.0373,6110.08
-0.0035,5865.78
-0.0397,5657.61
0.018,5993.44
-0.0347,5685.71
-0.0352,5683.19
-0.033,5695.22
-0.0692,5493.0
-0.0534,5580.53
0.0288,6058.35
-0.0021,5874.12
0.016,5981.26
-0.0461,5621.08
0.018,5993.23
0.0439,6150.72
0.0242,6030.58
0.0406,6130.24
0.0521,6201.25
-0.0399,5656.41
0.0735,6335.24
-0.0795,5436.89
-0.0613,5536.38
0.0168,5986.42
-0.0267,5731.19
-0.0111,5821.43
0.0402,6128.11
-0.0111,5821.36
0.0433,6147.34
-0.0163,5791.48
-0.0467,5617.8
-0.0145,5801.89
0.0043,5912.07
-0.0154,5796.44
0.0003,5888.46
0.0288,6058.31
-0.0544,5574.67
-0.0337,5691.73
0.0437,6149.41
0.0091,5940.39
0.0014,5894.77
-0.0064,5848.86
0.0467,6168.25
-0.0388,5662.73
-0.0262,5734.47
0.0413,6135.0
0.03,6065.71
0.0313,6073.43
-0.0407,5651.94
0.0023,5899.92
0.0864,6417.62
-0.0093,5832.05
-0.0648,5517.35
0.0292,6061.14
0.0506,6192.22
-0.023,5752.56
-0.0037,5864.89
0.0221,6018.12
-0.0459,5622.41
0.0127,5961.78
0.0365,6105.6
0.0495,6185.52
0.0257,6039.96
-0.0047,5858.84
-0.0451,5626.9
-0.0091,5832.99
-0.0221,5757.7
0.0278,6052.66
-0.0013,5879.07
-0.0188,5776.7
0.04,6126.81
-0.0496,5601.77
0.0085,5936.65
0.0605,6253.96
-0.0009,5881.43
-0.023,5752.87
0.0715,6322.87
-0.0549,5572.17
-0.0051,5856.81
-0.0502,5598.28
-0.04,5655.54
-0.0173,5785.61
-0.0649,5516.67
-0.0225,5755.81
-0.0489,5605.39
-0.0558,5567.07
-0.0755,5458.36
0.0574,6234.12
-0.0316,5703.18
-0.0404,5653.19
-0.0002,5885.34
-0.0001,5886.09
-0.0245,5744.05
0.0315,6074.65
-0.0649,5516.68
0.0827,6394.26
0.0192,6000.85
-0.0826,5420.03
-0.053,5582.45
-0.0936,5360.7
0.0279,6053.13
0.003,5904.34
-0.0281,5723.22
0.0243,6031.16
-0.0365,5675.65
-0.0797,5435.59
-0.0083,5838.04
-0.0114,5819.67
-0.0038,5864.35
0.0297,6064.23
0.0034,5906.48
-0.0464,5619.66
0.075,6344.81
-0.0129,5811.12
0.0034,5906.73
-0.0088,5835.2
-0.0247,5743.03
-0.0529,5583.35
-0.0228,5753.84
0.0287,6058.03
-0.0515,5590.84
0.049,6182.19
-0.0294,5715.98
0.0371,6108.95
-0.0452,5626.49
0.0147,5973.8
-0.0136,5806.89
0.0195,6002.49
0.0156,5979.39
-0.08,5434.22
-0.0294,5715.83
-0.0018,5875.93
-0.0463,5619.97
-0.0674,5502.68
-0.0341,5689.3
-0.0444,5631.13
0.0315,6074.94
-0.0417,5646.06
-0.0344,5687.38
-0.018,5781.68
0.0449,6156.65
-0.0596,5545.84
-0.031,5706.64
0.0191,5999.91
-0.0159,5793.97
-0.0302,5711.34
-0.0705,5485.75
-0.0487,5606.8
0.0528,6205.5
0.0162,5982.48
-0.0264,5732.94
-0.0363,5676.61
-0.0303,5710.61
-0.0006,5882.83
-0.0282,5722.79
0.0147,5973.44
0.007,5927.66
-0.0486,5607.2
0.0725,6329.25
0.0017,5896.61
0.0071,5928.52
0.0406,6130.45
0.0451,6158.0
-0.0041,5862.53
0.0484,6178.47
0.0225,6020.32
0.0443,6153.09
-0.0287,5719.93
0.0102,5946.88
-0.0607,5540.13
0.0077,5931.86
-0.014,5804.68
0.0264,6044.14
-0.0997,5327.92
-0.0417,5646.23
-0.0238,5748.25
0.0106,5949.18
-0.0013,5878.63
-0.0411,5649.75
-0.0364,5676.06
0.0132,5964.98
0.02,6005.2
0.0135,5966.7
0.0624,6265.51
-0.0119,5816.96
-0.0548,5572.69
-0.0815,5426.01
0.0257,6039.56
0.0268,6046.28
0.0412,6134.35
0.04,6126.98
-0.0177,5783.21
0.0286,6057.35
-0.0799,5434.4
0.0259,6040.73
-0.0396,5658.17
-0.002,5874.68
0.0271,6048.07
-0.0221,5757.82
-0.025,5741.46
0.0669,6293.95
0.0049,5915.73
-0.0615,5535.41
-0.0277,5725.95
0.0015,5895.44
0.0267,6046.14
-0.0014,5878.08
-0.0332,5694.26
0.0194,6001.88
-0.0264,5733.07
0.0205,6008.19
0.0416,6136.5
-0.0113,5820.18
0.0549,6218.67
0.03,6065.8
0.0097,5944.06
-0.0406,5652.34
-0.0114,5819.64
-0.0159,5793.51
0.0236,6026.84
-0.0271,5729.16
0.0,5886.66
-0.0194,5773.22
-0.053,5582.5
0.0647,6279.98
0.0137,5967.57
0.0419,6138.61
-0.0163,5791.45
0.0009,5891.91
0.0709,6319.32
0.0147,5973.95
-0.0084,5837.54
-0.0226,5755.29
-0.0245,5744.24
0.0199,6004.96
-0.0252,5739.79
0.0277,6051.63
-0.0167,5789.05
0.0256,6039.38
-0.0342,5688.77
0.0569,6231.46
-0.0112,5820.84
0.0276,6051.54
-0.046,5622.14
0.0178,5992.04
0.0546,6216.73
-0.0205,5766.86
0.0209,6010.61
-0.0036,5865.42
0.0082,5935.08
0.0123,5959.33
0.0352,6097.54
0.1058,6543.42
0.0007,5890.4
0.0166,5985.33
-0.1202,5219.71
-0.0585,5552.15
0.0693,6308.79
-0.0457,5623.71
0.0485,6179.27
0.0559,6224.75
0.0167,5985.56
0.0205,6008.33
-0.0298,5713.73
-0.0231,5752.02
-0.0743,5464.8
0.0186,5997.15
0.0114,5953.89
-0.0489,5605.52
0.04,6126.82
-0.0403,5653.83
0.0122,5958.52
0.0543,6215.11
-0.0164,5790.98
-0.0237,5748.9
0.0874,6424.18
-0.0492,5604.14
0.0093,5941.83
0.0607,6254.68
0.0203,6007.44
-0.049,5605.28
-0.0415,5647.13
0.0167,5985.88
0.0444,6153.82
0.0405,6130.1
0.0201,6006.12
0.0228,6022.49
0.0198,6004.33
0.0194,6001.78
-0.0149,5799.3
-0.0148,5800.29
-0.0089,5834.16
-0.0869,5396.53
-0.0122,5815.29
-0.0263,5733.88
-0.001,5880.47
-0.0799,5434.72
-0.0813,5426.94
0.0449,6156.63
-0.0035,5866.25
0.0138,5968.46
-0.0075,5842.52
-0.0298,5713.62
-0.0276,5726.02
0.0103,5947.76
0.0468,6168.58
0.0681,6301.48
0.0422,6140.37
-0.034,5689.91
-0.0456,5624.06
-0.0059,5852.0
-0.051,5594.03
0.0215,6014.22
-0.038,5667.08
0.0165,5984.48
0.0196,6003.26
-0.0382,5665.72
0.0039,5909.59
0.0306,6069.49
0.0151,5976.4
-0.0311,5706.12
-0.0127,5812.27
0.0931,6460.6
-0.0174,5785.09
-0.0209,5764.57
-0.0532,5581.46
0.0783,6365.97
-0.0124,5813.97
0.0061,5922.62
0.0488,6180.85
-0.0617,5534.59
-0.028,5724.26
0.0366,6105.98
0.065,6281.83
-0.0221,5758.04
0.0026,5901.76
0.0048,5914.81
-0.0121,5815.91
-0.0393,5659.79
0.0577,6236.46
-0.0419,5645.1
-0.0289,5718.82
0.0404,6129.44
-0.0582,5553.51
0.0573,6233.42
0.0056,5919.71
-0.0004,5884.13
-0.0161,5792.7
0.0759,6350.99
-0.0274,5727.55
-0.0312,5705.5
-0.0326,5697.81
0.0092,5940.84
-0.0382,5665.85
0.0647,6280.07
-0.0644,5519.27
-0.0335,5692.49
0.0744,6341.2
0.0007,5890.7
-0.0268,5730.65
-0.0001,5885.9
-0.0403,5654.16
0.0558,6224.07
-0.0271,5729.24
0.0218,6016.32
-0.0419,5644.8
0.0153,5977.56
0.034,6089.9
0.0929,6459.57
-0.0212,5763.04
-0.0332,5694.11
-0.074,5466.73
0.056,6225.75
0.033,6084.24
0.0261,6042.14
0.0001,5887.36
0.0565,6228.42
-0.0478,5611.93
-0.0453,5626.05
-0.0321,5700.52
-0.0414,5648.07
0.0077,5931.84
-0.0892,5384.24
0.0183,5995.27
0.0068,5926.83
0.0306,6069.67
0.0872,6422.67
0.0076,5931.54
-0.0099,5828.7
0.0274,6050.1
-0.0961,5347.41
0.0071,5928.66
-0.0093,5831.78
-0.0405,5653.09
-0.0523,5586.39
0.0724,6328.46
0.0516,6198.24
-0.048,5610.51
-0.0621,5532.23
-0.0086,5836.13
0.0109,5951.19
-0.0195,5773.14
-0.0567,5562.07
0.0062,5923.31
-0.0283,5722.38
0.0346,6093.62
-0.0422,5643.28
0.0151,5976.26
-0.0343,5688.33
-0.0043,5861.1
-0.0584,5552.7
0.0003,5888.36
0.0681,6301.56
0.0131,5964.28
0.0182,5994.37
0.0005,5889.72
0.0349,6095.58
-0.0333,5693.73
0.0303,6067.6
0.0312,6073.33
0.0864,6418.0
-0.0403,5654.27
-0.0397,5657.32
-0.1011,5320.75
0.0616,6260.82
0.0585,6241.14
-0.0577,5556.34
0.0141,5970.0
0.0098,5944.73
-0.0234,5750.14
-0.028,5724.3
-0.0244,5744.71
-0.0077,5841.3
0.0124,5960.1
-0.0074,5842.87
-0.0003,5884.53
0.0216,6015.09
0.0427,6143.33
0.06,6250.84
-0.0467,5617.88
0.0581,6238.72
0.0269,6046.99
-0.0042,5862.13
-0.0434,5636.43
0.0552,6220.78
-0.0353,5682.64
-0.0282,5723.13
-0.0319,5701.5
-0.0263,5733.78
0.0417,6137.02
0.0487,6180.61
-0.057,5560.45
-0.0548,5572.74
-0.0448,5628.81
0.0315,6074.91
0.0978,6491.3
-0.0263,5733.49
0.0829,6395.11
0.0893,6436.69
0.0267,6045.8
-0.0384,5664.55
-0.0175,5784.16
0.0232,6024.76
-0.0478,5611.89
-0.0115,5819.09
-0.0372,5671.55
0.0046,5913.54
-0.0284,5721.84
0.0429,6144.44
-0.0325,5698.46
-0.0311,5706.02
-0.0006,5883.01
-0.0651,5515.62
-0.0485,5607.87
-0.0273,5727.98
0.0235,6026.74
0.0285,6056.7
-0.0221,5757.97
0.0064,5924.44
0.0278,6052.27
0.0048,5915.01
-0.0624,5530.6
0.0829,6395.55
-0.0568,5561.41
-0.0446,5629.57
0.0389,6120.23
-0.0281,5723.57
-0.0024,5872.61
0.0438,6149.92
-0.1146,5249.34
0.0045,5913.28
-0.0677,5501.41
-0.0038,5864.11
-0.0131,5809.99
-0.0538,5578.23
0.0016,5895.84
0.0382,6115.8
-0.0587,5550.83
0.0849,6408.14
-0.0695,5491.05
-0.0079,5840.28
0.06,6250.55
-0.0392,5660.27
-0.0455,5624.67
0.009,5939.87
-0.0104,5825.78
-0.0124,5814.14
0.001,5892.2
-0.0079,5840.32
-0.0252,5739.97
-0.0523,5586.42
0.0135,5966.56
-0.023,5752.52
0.044,6151.21
-0.0416,5646.73
-0.0534,5580.65
-0.0045,5860.13
-0.0336,5692.12
0.0094,5942.16
0.0228,6022.43
-0.0054,5855.04
0.0291,6060.2
-0.1151,5246.49
0.0475,6172.7
-0.003,5869.01
-0.0017,5876.63
-0.0619,5533.1
-0.0604,5541.51
0.0233,6025.34
0.0034,5906.36
-0.0049,5857.52
-0.0105,5824.93
0.0256,6038.95
-0.0235,5749.99
-0.0435,5635.9
0.0363,6104.02
-0.015,5799.07
-0.0221,5757.89
-0.0171,5786.91
-0.0464,5619.56
-0.1166,5238.94
0.0239,6028.67
0.0738,6337.15
-0.0203,5768.14
0.0449,6157.07
-0.0115,5819.47
-0.0118,5817.43
-0.01,5827.96
0.0035,5906.97
0.0075,5930.84
-0.0322,5700.18
-0.0376,5669.1
-0.0257,5737.28
0.0433,6147.21
0.0082,5934.75
-0.0029,5869.35
0.0067,5926.1
0.0548,6217.85
-0.0112,5821.05
-0.0032,5868.02
0.0066,5925.33
0.0451,6158.32
0.0332,6085.24
-0.0028,5870.1
-0.0532,5581.72
0.0577,6236.37
-0.0504,5597.29
-0.0161,5792.69
-0.0389,5661.89
-0.0457,5623.43
0.0378,6113.32
-0.0471,5615.9
-0.0164,5790.62
-0.0485,5607.94
-0.0186,5777.99
0.0188,5998.17
0.0122,5958.99
0.1463,6814.27
0.0038,5909.22
-0.0783,5442.99
-0.0805,5431.27
0.0385,6117.55
0.0777,6361.9
0.0001,5887.4
0.0488,6180.91
-0.0024,5872.27
-0.0719,5478.29
-0.0277,5725.96
-0.048,5610.73
-0.036,5678.25
-0.0596,5545.89
0.0138,5968.46
0.0368,6107.2
-0.0391,5660.78
-0.0246,5743.34
0.0088,5938.73
-0.0206,5766.54
-0.0113,5820.24
-0.0161,5792.44
-0.0548,5572.4
0.1027,6523.25
0.0031,5904.91
0.0283,6055.72
-0.0135,5807.36
-0.0307,5708.53
0.026,6041.77
0.0067,5926.39
0.0479,6175.41
-0.0357,5680.33
0.0253,6037.35
-0.0756,5458.03
0.02,6005.42
0.0166,5985.38
-0.0605,5540.85
-0.0344,5687.78
-0.0379,5667.38
-0.0114,5819.7
-0.0379,5667.47
-0.0133,5808.81
-0.0554,5569.1
-0.0479,5611.12
0.0043,5912.17
-0.1246,5196.97
-0.0328,5696.51
-0.0481,5610.2
-0.0254,5738.87
0.0332,6085.31
0.0596,6247.79
-0.0358,5679.43
-0.0016,5877.27
-0.0078,5840.98
0.0322,6078.93
0.0607,6254.93
0.012,5957.6
-0.0447,5629.14
-0.0146,5801.02
-0.0444,5630.88
0.006,5921.71
0.0348,6094.86
-0.023,5752.46
-0.0143,5803.09
-0.0459,5622.57
-0.0109,5822.58
0.0525,6203.84
0.053,6207.08
-0.0066,5847.59
0.0004,5889.17
0.0314,6074.48
-0.0324,5699.1
0.0509,6194.13
0.0153,5977.4
0.0158,5980.53
0.0355,6099.4
0.0313,6074.01
0.0271,6048.03
0.0093,5941.77
-0.0712,5481.8
0.0033,5905.74
0.0682,6302.22
0.0099,5945.29
0.0117,5955.81
-0.0316,5703.39
-0.0224,5756.31
0.023,6023.56
0.0011,5893.11
0.0434,6147.9
-0.1018,5316.79
-0.0156,5795.5
0.0212,6012.88
0.0248,6034.31
-0.0124,5813.87
0.0328,6082.67
0.1217,6648.55
0.0232,6024.66
0.0045,5913.32
-0.0263,5733.66
-0.0239,5747.55
0.0058,5920.52
0.052,6200.76
0.0529,6206.46
0.0123,5959.28
-0.0324,5699.0
0.0411,6133.61
-0.0111,5821.31
-0.009,5833.7
0.0568,6230.57
0.0468,6168.89
-0.0014,5878.09
-0.0329,5696.31
-0.0296,5714.58
-0.0046,5859.67
-0.0056,5853.92
-0.0358,5679.36
-0.0336,5692.05
-0.0957,5349.27
-0.0261,5735.16
-0.0134,5808.18
-0.0077,5841.17
-0.0073,5843.8
-0.0199,5770.64
-0.04,5656.02
0.0685,6304.15
0.0275,6050.79
0.0288,6058.71
-0.0465,5619.07
-0.054,5577.35
0.0186,5996.94
-0.0113,5820.61
0.0098,5944.39
-0.0398,5656.63
0.0138,5968.4
0.0581,6238.53
-0.0088,5835.23
-0.0186,5778.17
-0.0089,5834.47
-0.0653,5514.54
0.0738,6337.67
0.007,5928.18
-0.0069,5845.84
0.0064,5924.63
-0.0337,5691.65
-0.0187,5777.58
-0.0402,5654.66
-0.042,5644.22
0.0109,5950.81
0.0664,6290.51
0.0434,6147.91
0.0298,6064.7
0.0095,5942.66
-0.0644,5519.28
-0.0023,5873.15
-0.0595,5546.41
-0.0679,5499.87
-0.0287,5720.22
-0.0559,5566.48
-0.0095,5831.04
-0.0065,5848.24
-0.0364,5676.27
-0.0558,5566.87
-0.0157,5794.91
-0.0387,5663.21
0.0147,5973.87
0.0392,6121.72
-0.0239,5747.36
0.0379,6113.72
-0.0653,5514.56
0.0793,6372.53
0.0644,6278.01
-0.0426,5641.23
0.0408,6131.89
-0.1015,5318.13
0.0152,5976.56
-0.0116,5818.68
-0.0057,5852.84
0.0089,5939.42
-0.0067,5847.26
-0.0038,5864.44
0.0077,5932.02
0.0426,6142.85
-0.0459,5622.48
-0.0084,5837.17
0.0218,6016.15
-0.0552,5570.21
0.0016,5896.14
0.0417,6137.47
-0.0294,5716.18
-0.0533,5580.81
0.0258,6040.3
0.0666,6292.23
0.0003,5888.51
-0.0504,5597.22
0.0044,5912.53
-0.013,5810.56
0.0169,5986.68
-0.0465,5619.37
0.0265,6044.61
-0.0103,5826.42
-0.0657,5512.03
0.024,6029.63
-0.0489,5605.45
0.0783,6365.72
0.0087,5937.88
-0.0219,5758.86
-0.0671,5504.41
-0.0361,5677.73
0.0046,5913.57
0.0327,6082.27
0.0735,6335.35
0.0158,5980.0
-0.0382,5666.2
0.0119,5956.81
0.0158,5980.07
-0.0011,5879.84
0.0257,6039.5
0.029,6059.6
0.0448,6156.2
-0.0131,5809.85
-0.0213,5762.75
-0.0463,5620.45
-0.0262,5734.3
0.0437,6149.65
-0.032,5701.03
0.0048,5914.59
0.0189,5998.71
-0.0164,5791.08
-0.0142,5803.79
-0.0514,5591.64
0.0501,6188.71
-0.0414,5647.77
-0.0397,5657.42
-0.0293,5716.85
-0.0141,5803.95
-0.0053,5855.51
0.0367,6106.61
0.0317,6076.3
-0.09,5379.76
0.0571,6232.64
0.0283,6055.63
-0.0397,5657.23
0.0407,6130.92
0.0445,6154.7
0.0299,6065.38
0.0302,6067.07
0.0013,5894.44
0.0255,6038.47
-0.0397,5657.43
-0.023,5752.79
0.0313,6073.45
0.0438,6150.34
0.0048,5915.14
-0.0506,5596.31
0.0624,6265.31
-0.0539,5577.73
-0.0314,5704.86
0.0287,6057.67
-0.0221,5758.17
-0.0703,5486.83
0.0507,6192.99
0.0377,6112.82
0.0019,5897.92
0.0144,5971.91
-0.0344,5687.23
0.0086,5937.24
-0.0507,5595.6
-0.013,5810.71
-0.056,5565.79
0.0188,5998.36
0.0029,5903.77
-0.0439,5633.87
0.0124,5960.28
-0.0534,5580.69
-0.0263,5733.57
-0.0377,5668.7
0.0117,5955.61
-0.002,5874.59
-0.0328,5696.36
0.0693,6308.67
0.0092,5940.85
0.0184,5995.8
-0.0245,5743.93
-0.0069,5846.29
0.0228,6022.46
0.0839,6401.9
0.0398,6125.34
-0.0333,5693.73
-0.0441,5632.32
-0.0138,5805.64
-0.0068,5846.78
-0.0358,5679.36
-0.0519,5588.92
-0.0476,5612.75
-0.0046,5859.59
0.0055,5918.98
-0.0612,5536.85
-0.0007,5882.37
-0.0105,5825.1
-0.0023,5873.3
-0.0112,5821.21
0.016,5981.53
0.0099,5945.09
0.0,5886.56
0.0346,6093.88
-0.0327,5696.96
-0.0152,5797.73
-0.0133,5808.66
0.0479,6175.21
-0.0249,5741.7
0.0191,6000.0
0.0775,6360.88
0.0015,5895.58
0.0057,5920.12
0.0113,5953.41
0.0316,6075.62
0.0026,5901.89
-0.0647,5517.91
0.0312,6072.87
0.0331,6084.73
-0.0429,5639.28
0.0116,5955.49
0.0446,6155.12
-0.01,5827.88
0.0304,6068.34
-0.0229,5753.3
-0.0727,5473.64
0.0272,6049.05
0.0293,6061.61
-0.003,5868.69
0.0072,5929.09
0.0011,5893.3
-0.0063,5849.74
-0.0714,5480.97
-0.0122,5815.01
-0.0179,5782.38
0.0047,5914.54
0.0318,6076.69
-0.0345,5687.0
-0.025,5740.98
-0.0501,5598.81
-0.0043,5861.57
-0.0238,5747.94
0.073,6332.25
-0.0145,5801.75
-0.0178,5782.78
0.0694,6309.44
0.0552,6220.55
0.0489,6181.61
-0.0253,5739.39
0.0287,6058.2
-0.0326,5697.48
0.0398,6125.44
-0.0106,5824.25
-0.0164,5791.05
0.034,6090.33
0.0089,5939.12
-0.0916,5371.16
0.0624,6265.76
0.0404,6129.04
-0.009,5833.59
0.1176,6621.18
0.0535,6209.87
-0.0257,5736.98
-0.0176,5783.8
0.0309,6071.27
-0.0066,5847.77
-0.048,5610.73
0.0599,6250.02
-0.0285,5720.93
0.0216,6015.21
0.049,6182.27
0.0383,6116.26
0.0149,5975.16
0.0026,5902.11
0.0015,5895.1
0.0117,5955.54
-0.0563,5564.46
0.0059,5921.38
-0.0184,5779.07
0.0051,5916.69
-0.0199,5770.44
