Date,Store ID,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,PriceCluster
29-11-23,K003,North,298,198,215,224.78,176.22,20,Snowy,0,172.74,Spring,0
29-11-23,K004,South,339,239,249,142.44,179.69,15,Cloudy,1,177.3,Winter,0
29-11-23,K005,East,350,250,172,239.2,121.44,0,Cloudy,1,116.73,Spring,1
29-11-23,K001,West,335,235,215,115.92,115.67,15,Sunny,1,119.11,Winter,1
29-11-23,K002,North,280,180,166,232.74,139.62,15,Snowy,1,139.2,Spring,1
29-11-23,K003,West,304,204,122,114.14,168.23,0,Sunny,1,168.24,Spring,2
29-11-23,K004,North,325,225,136,351.59,183.0,0,Rainy,0,185.49,Summer,2
29-11-23,K005,South,321,221,121,266.21,175.56,5,Sunny,1,178.9,Summer,2
30-11-23,K001,East,340,240,299,116.22,120.5,5,Cloudy,1,120.73,Autumn,1
30-11-23,K002,East,305,205,297,520.62,159.1,15,Sunny,0,158.52,Spring,0
30-11-23,K003,South,342,242,143,184.97,197.28,20,Rainy,0,205.2,Autumn,0
30-11-23,K004,West,286,186,281,128.63,190.98,15,Cloudy,0,188.58,Autumn,0
30-11-23,K005,West,313,213,228,396.81,161.51,15,Rainy,0,161.53,Spring,0
01-12-23,K001,South,390,290,137,353.68,181.28,20,Cloudy,0,181.53,Autumn,0
01-12-23,K002,West,291,191,205,298.43,141.96,20,Cloudy,0,139.57,Summer,1
01-12-23,K003,West,375,275,234,341.05,162.17,5,Snowy,0,163.96,Spring,2
01-12-23,K004,East,391,291,149,153.1,187.34,15,Snowy,1,183.98,Winter,0
01-12-23,K005,North,308,208,263,384.69,117.43,20,Snowy,1,118.87,Spring,1
02-12-23,K001,South,345,245,232,397.13,148.82,15,Cloudy,1,152.69,Winter,1
02-12-23,K002,South,341,241,290,244.44,144.15,15,Snowy,0,147.77,Winter,1
02-12-23,K003,North,273,173,239,355.83,141.79,0,Cloudy,0,146.41,Summer,2
02-12-23,K004,West,299,199,220,136.59,139.06,0,Rainy,0,137.29,Summer,1
02-12-23,K005,East,298,198,276,496.91,191.11,0,Rainy,0,194.67,Autumn,2
03-12-23,K001,North,394,294,207,126.49,126.42,20,Cloudy,0,129.98,Autumn,1
03-12-23,K002,South,392,292,180,161.59,159.33,15,Cloudy,1,157.55,Winter,0
03-12-23,K003,South,334,234,224,477.08,171.05,0,Rainy,0,175.4,Spring,2
03-12-23,K004,West,270,170,293,353.35,190.84,15,Snowy,0,193.99,Autumn,0
03-12-23,K005,South,391,291,162,137.09,145.37,15,Snowy,0,147.53,Spring,1
04-12-23,K001,East,273,173,202,442.1,174.62,5,Sunny,0,174.06,Winter,2
04-12-23,K002,West,295,195,145,169.21,141.62,20,Sunny,0,142.85,Spring,1
04-12-23,K003,West,281,181,204,120.01,115.8,5,Sunny,0,115.57,Summer,1
04-12-23,K004,West,306,206,205,273.03,184.7,15,Sunny,1,183.47,Summer,0
04-12-23,K005,East,321,221,156,392.21,111.91,15,Cloudy,1,111.08,Spring,1
05-12-23,K001,South,281,181,203,155.81,152.57,15,Snowy,1,155.77,Spring,0
05-12-23,K002,West,400,300,273,426.28,168.4,15,Rainy,0,172.14,Spring,0
05-12-23,K003,East,351,251,287,466.36,123.15,20,Snowy,0,126.78,Autumn,1
05-12-23,K004,North,394,294,145,285.13,175.95,0,Cloudy,1,177.56,Summer,2
05-12-23,K005,East,296,196,265,281.1,130.77,20,Cloudy,0,135.33,Spring,1
06-12-23,K001,North,334,234,187,283.82,135.15,15,Snowy,1,132.92,Summer,1
06-12-23,K002,North,375,275,220,453.36,175.45,20,Rainy,0,174.85,Spring,0
06-12-23,K003,West,378,278,205,145.06,114.95,15,Cloudy,1,115.02,Summer,1
06-12-23,K004,North,325,225,156,391.14,169.19,0,Cloudy,0,173.88,Summer,2
06-12-23,K005,South,336,236,230,351.2,127.86,20,Snowy,0,129.17,Winter,1
07-12-23,K001,West,309,209,130,209.7,147.24,0,Cloudy,0,145.83,Summer,2
07-12-23,K002,South,356,256,265,308.6,114.14,5,Rainy,1,112.19,Winter,1
07-12-23,K003,West,371,271,208,494.39,127.43,5,Rainy,1,120.42,Summer,1
07-12-23,K004,South,279,179,269,420.08,120.7,15,Cloudy,1,124.2,Autumn,1
07-12-23,K005,East,312,212,174,329.8,180.13,20,Cloudy,1,184.04,Winter,0
08-12-23,K001,South,342,242,165,391.88,153.04,20,Rainy,1,154.87,Winter,0
08-12-23,K002,North,319,219,162,209.91,163.01,0,Sunny,1,163.75,Autumn,2
08-12-23,K003,East,280,180,268,212.06,134.82,15,Sunny,0,138.75,Winter,1
08-12-23,K004,South,400,300,126,238.35,179.01,15,Sunny,1,176.79,Spring,0
08-12-23,K005,West,388,288,153,416.66,135.32,5,Sunny,1,134.22,Winter,1
09-12-23,K001,South,275,175,237,459.01,136.96,0,Cloudy,0,145.26,Spring,2
09-12-23,K002,West,324,224,235,377.79,137.32,20,Cloudy,0,141.5,Spring,1
09-12-23,K003,East,276,176,157,198.26,145.53,15,Sunny,1,141.33,Spring,1
09-12-23,K004,East,286,186,154,239.15,157.04,5,Sunny,1,161.4,Autumn,2
09-12-23,K005,South,284,184,177,248.28,145.39,15,Rainy,1,142.86,Autumn,1
11-12-23,K001,South,375,275,169,181.42,190.18,0,Snowy,0,185.83,Winter,2
11-12-23,K002,East,322,222,220,117.5,197.93,20,Rainy,0,193.38,Summer,0
11-12-23,K003,East,361,261,215,128.2,156.67,15,Rainy,0,156.94,Autumn,0
11-12-23,K004,South,388,288,244,288.97,112.18,15,Cloudy,1,107.63,Summer,1
11-12-23,K005,North,358,258,145,141.45,122.44,5,Cloudy,0,124.38,Summer,1
11-12-23,K001,East,378,278,207,132.99,161.17,20,Snowy,1,162.84,Summer,0
11-12-23,K002,South,393,293,143,415.9,149.17,15,Rainy,0,151.41,Autumn,1
11-12-23,K003,South,321,221,204,114.68,126.82,15,Rainy,1,130.37,Summer,1
11-12-23,K004,South,304,204,273,151.9,165.92,5,Sunny,1,162.16,Summer,2
11-12-23,K005,North,388,288,236,139.42,133.94,15,Cloudy,1,129.22,Spring,1
11-12-23,K001,West,391,291,218,213.35,194.23,0,Sunny,1,198.95,Spring,2
11-12-23,K002,East,395,295,226,143.34,119.88,0,Rainy,1,124.14,Spring,1
11-12-23,K003,South,371,271,277,209.05,148.69,0,Snowy,1,152.42,Summer,2
11-12-23,K004,East,322,222,163,215.85,153.15,15,Rainy,1,155.63,Winter,0
11-12-23,K005,East,375,275,128,248.0,120.33,5,Rainy,0,120.6,Spring,1
12-12-23,K001,West,388,288,214,120.83,178.3,15,Sunny,1,178.74,Spring,0
12-12-23,K002,North,276,176,243,245.68,141.92,15,Rainy,0,137.71,Spring,1
12-12-23,K003,East,345,245,264,321.65,159.36,0,Snowy,0,157.13,Winter,2
12-12-23,K004,South,345,245,124,472.8,130.21,0,Rainy,0,127.87,Autumn,1
12-12-23,K005,South,354,254,156,183.28,196.58,15,Rainy,0,192.84,Summer,0
13-12-23,K001,East,375,275,203,139.71,188.76,15,Snowy,1,192.02,Spring,0
13-12-23,K002,East,398,298,214,546.95,138.13,15,Rainy,0,135.8,Summer,1
13-12-23,K003,South,296,196,293,276.23,128.26,15,Rainy,1,126.76,Winter,1
13-12-23,K004,West,324,224,204,288.17,162.69,5,Sunny,0,162.09,Spring,2
13-12-23,K005,East,395,295,226,458.66,135.1,0,Snowy,1,145.06,Autumn,1
14-12-23,K001,East,289,189,237,184.73,161.64,15,Cloudy,0,157.47,Summer,0
14-12-23,K002,South,292,192,156,201.71,148.01,20,Snowy,0,148.24,Summer,0
14-12-23,K003,West,278,178,137,190.91,156.84,5,Rainy,0,165.27,Winter,2
14-12-23,K004,West,365,265,266,207.45,115.82,15,Cloudy,0,109.35,Autumn,1
14-12-23,K005,North,361,261,288,333.26,149.17,15,Cloudy,0,155.36,Spring,0
16-12-23,K001,East,329,229,197,414.92,173.39,5,Rainy,0,171.04,Autumn,2
16-12-23,K002,South,340,240,268,399.3,186.75,0,Sunny,1,182.84,Summer,2
16-12-23,K003,North,307,207,233,295.86,182.29,15,Sunny,1,179.64,Autumn,0
16-12-23,K004,North,360,260,214,204.96,197.55,15,Rainy,1,197.82,Spring,0
16-12-23,K005,North,325,225,188,354.83,169.8,15,Sunny,1,168.98,Summer,0
17-12-23,K001,South,371,271,191,204.47,141.65,0,Sunny,1,142.84,Spring,2
17-12-23,K002,East,308,208,285,206.75,123.49,15,Cloudy,0,122.67,Summer,1
17-12-23,K003,East,316,216,189,445.36,120.2,15,Cloudy,1,123.77,Spring,1
17-12-23,K004,East,333,233,290,555.03,137.13,0,Snowy,0,145.63,Spring,2
17-12-23,K005,West,293,193,163,183.13,191.88,5,Cloudy,1,191.15,Spring,2
18-12-23,K001,North,315,215,123,177.42,113.94,15,Cloudy,0,115.53,Autumn,1
18-12-23,K002,West,348,248,264,355.3,165.75,15,Sunny,1,157.12,Summer,0
18-12-23,K003,West,326,226,120,247.02,137.76,20,Sunny,0,133.65,Autumn,1
18-12-23,K004,North,270,170,263,580.75,188.93,15,Rainy,0,187.04,Spring,0
18-12-23,K005,South,351,251,286,280.45,127.69,15,Cloudy,0,123.93,Spring,1
19-12-23,K001,East,331,231,147,154.45,128.42,0,Snowy,0,129.67,Winter,1
19-12-23,K002,North,291,191,196,157.74,192.88,0,Sunny,0,193.65,Spring,2
19-12-23,K003,South,328,228,205,206.74,177.8,0,Cloudy,1,174.35,Summer,2
19-12-23,K004,South,365,265,207,126.67,177.81,5,Cloudy,0,178.59,Spring,2
19-12-23,K005,North,378,278,124,302.2,115.82,15,Sunny,0,111.66,Summer,1
20-12-23,K001,West,315,215,214,194.09,161.01,5,Sunny,0,165.92,Winter,2
20-12-23,K002,East,361,261,194,143.68,136.5,5,Cloudy,0,145.49,Autumn,1
20-12-23,K003,North,302,202,162,304.15,149.21,5,Rainy,0,153.01,Spring,2
20-12-23,K004,West,324,224,172,183.49,151.57,15,Snowy,0,148.59,Winter,1
20-12-23,K005,South,378,278,242,263.89,117.56,15,Snowy,0,115.3,Autumn,1
20-12-23,K001,North,292,192,139,184.77,119.82,15,Snowy,1,116.77,Autumn,1
20-12-23,K002,South,334,234,158,494.06,132.41,5,Rainy,0,135.9,Spring,1
20-12-23,K003,North,327,227,273,118.99,145.02,15,Rainy,0,135.44,Spring,1
20-12-23,K004,South,358,258,207,415.94,162.02,15,Snowy,1,159.63,Summer,0
20-12-23,K005,North,389,289,272,122.21,120.7,15,Snowy,1,124.8,Summer,1
21-12-23,K001,East,309,209,224,283.87,135.45,15,Sunny,1,130.76,Winter,1
21-12-23,K002,East,373,273,142,347.63,137.4,15,Cloudy,0,132.66,Autumn,1
21-12-23,K003,North,308,208,281,263.55,182.4,0,Sunny,0,178.06,Summer,2
21-12-23,K004,South,320,220,194,176.82,165.41,15,Snowy,1,164.77,Summer,0
21-12-23,K005,North,306,206,143,143.46,135.8,0,Sunny,1,134.92,Summer,1
22-12-23,K001,South,301,201,265,379.89,191.97,20,Snowy,1,193.47,Summer,0
22-12-23,K002,North,272,172,130,152.5,187.01,20,Cloudy,0,189.57,Spring,0
22-12-23,K003,East,382,282,120,159.78,120.66,0,Rainy,0,120.19,Summer,1
22-12-23,K004,South,287,187,236,338.96,128.97,15,Sunny,0,128.42,Winter,1
22-12-23,K005,South,364,264,142,226.99,139.04,20,Cloudy,0,141.91,Autumn,1
23-12-23,K001,East,350,250,265,175.08,130.09,20,Sunny,1,132.21,Spring,1
23-12-23,K002,North,272,172,232,156.27,171.92,15,Cloudy,1,176.3,Winter,0
23-12-23,K003,South,385,285,187,248.91,189.44,5,Snowy,0,188.82,Summer,2
23-12-23,K004,West,386,286,281,154.43,144.2,5,Cloudy,1,147.73,Winter,1
23-12-23,K005,East,369,269,248,236.37,112.01,5,Snowy,1,114.27,Spring,1
24-12-23,K001,South,356,256,202,155.75,153.01,5,Sunny,0,155.72,Autumn,2
24-12-23,K002,North,383,283,152,202.96,124.11,5,Snowy,1,126.02,Winter,1
24-12-23,K003,North,282,182,232,195.6,158.78,20,Snowy,1,154.87,Summer,0
24-12-23,K004,East,314,214,288,130.21,167.62,15,Sunny,0,164.13,Summer,0
24-12-23,K005,West,309,209,242,224.69,162.45,15,Sunny,1,167.26,Autumn,0
25-12-23,K001,North,342,242,132,201.77,161.06,5,Cloudy,0,159.09,Winter,2
25-12-23,K002,South,370,270,263,226.76,152.64,5,Snowy,1,155.35,Autumn,2
25-12-23,K003,South,311,211,155,464.29,155.52,15,Sunny,1,158.22,Summer,0
25-12-23,K004,West,289,189,245,204.49,144.7,0,Rainy,1,145.08,Autumn,2
25-12-23,K005,South,307,207,135,233.08,157.65,15,Snowy,0,152.74,Winter,0
26-12-23,K001,West,324,224,239,165.16,172.37,5,Cloudy,1,168.26,Spring,2
26-12-23,K002,West,355,255,165,518.53,185.26,20,Snowy,1,182.33,Winter,0
26-12-23,K003,North,395,295,155,474.35,198.83,15,Cloudy,1,205.5,Winter,0
26-12-23,K004,South,277,177,288,176.22,127.17,15,Snowy,0,129.03,Summer,1
26-12-23,K005,South,399,299,228,167.94,126.23,15,Cloudy,0,128.13,Spring,1
27-12-23,K001,East,389,289,203,262.36,120.15,0,Cloudy,0,121.87,Spring,1
27-12-23,K002,South,325,225,246,159.75,171.78,20,Cloudy,0,174.2,Autumn,0
27-12-23,K003,North,273,173,147,479.95,139.21,5,Sunny,1,141.84,Autumn,1
27-12-23,K004,West,362,262,283,346.21,111.68,0,Sunny,0,115.94,Summer,1
27-12-23,K005,West,370,270,233,146.45,130.95,15,Sunny,0,134.2,Spring,1
28-12-23,K001,West,297,197,181,159.28,174.05,20,Snowy,0,174.67,Winter,0
28-12-23,K002,West,369,269,214,188.4,193.12,5,Cloudy,0,193.1,Autumn,2
28-12-23,K003,North,338,238,289,144.51,159.0,0,Cloudy,1,156.81,Spring,2
28-12-23,K004,South,390,290,175,134.89,179.42,0,Snowy,0,174.98,Spring,2
28-12-23,K005,East,324,224,206,158.02,172.72,20,Sunny,1,171.68,Winter,0
29-12-23,K001,West,377,277,248,146.05,192.88,15,Snowy,0,196.37,Winter,0
29-12-23,K002,South,396,296,206,133.19,175.92,15,Cloudy,1,178.97,Autumn,0
29-12-23,K003,East,378,278,181,233.18,130.3,15,Cloudy,0,133.16,Autumn,1
29-12-23,K004,South,342,242,296,115.82,184.86,15,Snowy,1,181.26,Autumn,0
29-12-23,K005,North,272,172,205,245.84,159.39,5,Sunny,1,165.6,Autumn,2
30-12-23,K001,South,301,201,293,497.08,173.2,0,Cloudy,0,169.24,Spring,2
30-12-23,K002,West,296,196,292,193.52,135.26,15,Rainy,0,128.01,Summer,1
30-12-23,K003,South,336,236,244,153.23,199.27,5,Rainy,0,194.56,Spring,2
30-12-23,K004,East,324,224,221,120.52,111.3,0,Cloudy,0,109.96,Spring,1
30-12-23,K005,West,334,234,158,146.7,181.76,0,Sunny,0,185.09,Winter,2
01-01-24,K001,South,272,172,172,294.79,148.37,15,Rainy,1,149.99,Autumn,1
01-01-24,K002,West,288,188,215,120.4,155.88,15,Snowy,1,158.93,Winter,0
01-01-24,K003,North,337,237,122,115.69,182.87,0,Snowy,0,184.35,Summer,2
01-01-24,K004,East,374,274,173,156.96,120.7,5,Cloudy,0,121.1,Summer,1
01-01-24,K005,South,282,182,137,196.02,158.23,15,Cloudy,0,158.35,Winter,0
02-01-24,K001,South,304,204,171,198.16,157.86,15,Rainy,0,161.61,Summer,0
02-01-24,K002,North,334,234,217,428.28,122.95,0,Snowy,0,122.2,Autumn,1
02-01-24,K003,West,271,171,186,134.91,135.77,5,Snowy,1,135.03,Winter,1
02-01-24,K004,North,349,249,152,206.81,191.77,20,Snowy,0,191.97,Winter,0
02-01-24,K005,South,361,261,283,195.24,132.3,15,Snowy,1,130.3,Autumn,1
03-01-24,K001,East,378,278,294,348.32,124.2,20,Cloudy,0,127.46,Summer,1
03-01-24,K002,East,344,244,169,124.28,143.44,0,Cloudy,0,145.88,Winter,2
03-01-24,K003,East,295,195,133,135.37,124.77,5,Rainy,1,122.32,Winter,1
03-01-24,K004,South,372,272,194,220.62,152.28,20,Rainy,0,154.12,Spring,0
03-01-24,K005,South,324,224,244,152.33,137.63,15,Rainy,1,138.46,Autumn,1
04-01-24,K001,East,331,231,193,361.14,130.2,0,Snowy,1,133.99,Autumn,1
04-01-24,K002,North,333,233,202,149.03,128.06,0,Cloudy,0,132.18,Winter,1
04-01-24,K003,West,301,201,246,151.04,185.45,15,Sunny,0,189.21,Autumn,0
04-01-24,K004,South,283,183,232,116.76,120.13,5,Cloudy,0,123.35,Autumn,1
04-01-24,K005,North,375,275,284,199.34,191.69,5,Rainy,0,195.81,Summer,2
05-01-24,K001,South,372,272,184,202.46,159.56,15,Snowy,1,163.59,Autumn,0
05-01-24,K002,East,333,233,220,287.76,188.53,20,Snowy,0,190.55,Winter,0
05-01-24,K003,South,345,245,278,263.9,177.2,0,Rainy,1,180.59,Summer,2
05-01-24,K004,East,290,190,218,155.76,189.04,15,Snowy,1,188.21,Autumn,0
05-01-24,K005,South,282,182,209,485.97,186.89,20,Sunny,0,186.75,Winter,0
06-01-24,K001,East,357,257,198,129.26,147.91,20,Sunny,1,146.05,Autumn,1
06-01-24,K002,South,279,179,204,375.19,132.87,15,Cloudy,1,134.67,Spring,1
06-01-24,K003,East,310,210,265,246.54,132.65,0,Snowy,0,130.45,Winter,1
06-01-24,K004,East,330,230,265,214.0,135.63,20,Rainy,0,126.89,Summer,1
06-01-24,K005,North,292,192,218,173.01,132.61,15,Rainy,0,137.1,Spring,1
07-01-24,K001,West,350,250,232,148.53,156.44,15,Snowy,1,154.01,Winter,0
07-01-24,K002,North,355,255,224,328.06,179.81,15,Rainy,1,178.51,Spring,0
07-01-24,K003,West,312,212,157,176.23,152.21,0,Snowy,0,155.47,Summer,2
07-01-24,K004,West,294,194,151,283.56,138.75,20,Cloudy,1,143.23,Summer,1
07-01-24,K005,North,368,268,276,139.4,136.21,5,Snowy,1,133.99,Winter,1
08-01-24,K001,West,331,231,143,169.66,172.68,0,Sunny,0,177.24,Summer,2
08-01-24,K002,South,354,254,239,295.48,111.97,20,Snowy,1,112.81,Summer,1
08-01-24,K003,South,318,218,222,392.36,135.06,15,Sunny,1,129.29,Summer,1
08-01-24,K004,South,359,259,201,141.53,153.97,15,Rainy,1,149.51,Winter,0
08-01-24,K005,West,373,273,205,143.39,176.53,20,Cloudy,0,180.54,Winter,0
09-01-24,K001,East,304,204,263,138.73,165.3,15,Snowy,0,163.42,Winter,0
09-01-24,K002,South,283,183,203,115.11,114.51,15,Snowy,0,115.82,Summer,1
09-01-24,K003,West,300,200,274,181.41,199.51,0,Cloudy,0,203.68,Autumn,2
09-01-24,K004,East,277,177,120,153.24,197.43,15,Sunny,1,194.18,Winter,0
09-01-24,K005,North,292,192,245,175.08,174.44,15,Sunny,0,177.57,Spring,0
11-01-24,K001,North,373,273,143,135.74,194.52,5,Cloudy,1,192.12,Spring,2
11-01-24,K002,North,297,197,148,154.68,161.48,20,Snowy,1,165.02,Spring,0
11-01-24,K003,West,342,242,199,335.83,128.46,15,Rainy,0,124.81,Spring,1
11-01-24,K004,West,390,290,295,187.98,128.17,20,Rainy,0,126.93,Summer,1
11-01-24,K005,North,324,224,238,205.48,119.21,0,Snowy,1,116.98,Autumn,1
11-01-24,K001,East,280,180,120,371.96,135.34,15,Rainy,0,126.64,Summer,1
11-01-24,K002,West,370,270,176,174.01,154.41,0,Sunny,0,154.62,Spring,2
11-01-24,K003,North,348,248,172,179.65,163.78,5,Sunny,1,167.85,Winter,2
11-01-24,K004,South,391,291,152,205.59,180.49,15,Snowy,1,177.28,Spring,0
11-01-24,K005,South,271,171,226,209.28,141.34,0,Rainy,1,146.08,Winter,2
11-01-24,K001,East,274,174,165,478.92,120.33,15,Rainy,1,121.68,Autumn,1
11-01-24,K002,East,280,180,155,203.55,148.97,15,Cloudy,1,147.46,Winter,1
11-01-24,K003,South,295,195,141,191.08,184.54,15,Snowy,0,180.8,Autumn,0
11-01-24,K004,South,313,213,212,267.75,135.3,20,Snowy,1,134.14,Autumn,1
11-01-24,K005,East,307,207,220,139.95,182.21,0,Sunny,1,186.08,Autumn,2
12-01-24,K001,South,393,293,216,129.15,143.03,0,Sunny,0,145.78,Autumn,2
12-01-24,K002,West,309,209,165,99.5,186.78,20,Rainy,0,187.26,Spring,0
12-01-24,K003,East,312,212,197,289.45,138.56,15,Cloudy,0,141.62,Spring,1
12-01-24,K004,North,316,216,208,174.04,165.59,5,Rainy,1,157.44,Winter,2
12-01-24,K005,East,383,283,186,158.6,186.66,15,Cloudy,1,182.93,Autumn,0
13-01-24,K001,East,337,237,223,185.45,119.91,20,Cloudy,1,123.61,Winter,1
13-01-24,K002,North,337,237,223,155.74,189.88,20,Cloudy,0,189.58,Winter,0
13-01-24,K003,North,297,197,222,197.27,138.89,20,Snowy,0,143.58,Autumn,1
13-01-24,K004,West,302,202,277,289.3,193.92,5,Snowy,1,192.11,Autumn,2
13-01-24,K005,West,376,276,120,168.45,133.6,20,Cloudy,1,135.83,Summer,1
14-01-24,K001,South,368,268,266,175.72,111.56,15,Rainy,0,113.49,Summer,1
14-01-24,K002,East,355,255,120,537.46,133.87,5,Rainy,0,132.32,Spring,1
14-01-24,K003,West,326,226,222,346.73,189.05,15,Cloudy,0,186.79,Spring,0
14-01-24,K004,East,374,274,197,186.91,129.67,5,Rainy,0,135.56,Winter,1
14-01-24,K005,West,386,286,220,189.58,194.99,15,Cloudy,1,191.45,Spring,0
16-01-24,K001,North,359,259,130,273.46,174.5,20,Cloudy,0,171.74,Summer,0
16-01-24,K002,South,370,270,295,118.46,194.42,15,Snowy,0,191.33,Autumn,0
16-01-24,K003,East,367,267,290,176.08,117.41,15,Sunny,0,121.93,Winter,1
16-01-24,K004,North,322,222,159,155.19,126.57,15,Rainy,0,120.3,Summer,1
16-01-24,K005,East,275,175,286,244.6,122.35,0,Cloudy,0,120.83,Spring,1
17-01-24,K001,West,396,296,184,137.59,130.17,15,Cloudy,0,129.24,Winter,1
17-01-24,K002,East,390,290,167,430.73,138.93,15,Cloudy,0,145.87,Winter,1
17-01-24,K003,North,337,237,285,445.54,173.04,5,Snowy,0,171.85,Winter,2
17-01-24,K004,South,377,277,205,135.62,134.07,0,Rainy,0,133.09,Winter,1
17-01-24,K005,East,364,264,221,181.5,126.73,15,Snowy,1,124.27,Summer,1
18-01-24,K001,North,370,270,201,201.19,152.9,0,Sunny,0,149.75,Spring,2
18-01-24,K002,East,294,194,159,142.91,188.67,15,Sunny,1,188.67,Spring,0
18-01-24,K003,West,397,297,209,137.13,155.32,15,Snowy,0,158.61,Spring,0
18-01-24,K004,North,276,176,193,163.09,175.15,20,Snowy,0,174.01,Spring,0
18-01-24,K005,North,345,245,277,135.92,153.02,15,Snowy,0,157.7,Spring,0
19-01-24,K001,West,375,275,148,199.47,175.42,0,Snowy,1,174.2,Summer,2
19-01-24,K002,North,368,268,248,235.24,182.37,20,Rainy,1,187.02,Winter,0
19-01-24,K003,East,272,172,144,302.85,122.18,0,Cloudy,1,119.2,Summer,1
19-01-24,K004,West,286,186,295,135.54,163.61,15,Cloudy,1,167.13,Autumn,0
19-01-24,K005,North,357,257,293,177.54,124.2,15,Cloudy,0,121.57,Summer,1
20-01-24,K001,North,374,274,171,265.58,176.29,15,Cloudy,1,172.91,Winter,0
20-01-24,K002,South,317,217,267,204.33,155.61,15,Snowy,0,165.47,Autumn,0
20-01-24,K003,West,398,298,290,122.42,133.83,20,Snowy,1,132.79,Winter,1
20-01-24,K004,South,384,284,234,158.1,155.81,15,Sunny,0,152.81,Autumn,0
20-01-24,K005,East,385,285,183,142.68,187.91,5,Sunny,0,184.04,Spring,2
20-01-24,K001,South,386,286,263,94.13,175.11,0,Cloudy,0,177.2,Autumn,2
20-01-24,K002,North,399,299,220,149.26,146.09,20,Cloudy,0,146.64,Spring,1
20-01-24,K003,East,323,223,227,358.5,134.05,15,Sunny,0,130.38,Summer,1
20-01-24,K004,East,314,214,276,187.91,120.22,15,Rainy,1,126.66,Summer,1
20-01-24,K005,South,356,256,172,222.9,146.45,15,Rainy,1,145.4,Spring,1
21-01-24,K001,West,344,244,247,182.85,155.98,5,Snowy,0,156.3,Spring,2
21-01-24,K002,South,348,248,297,351.42,165.26,5,Sunny,1,168.07,Autumn,2
21-01-24,K003,South,310,210,120,339.17,175.91,0,Snowy,0,176.52,Winter,2
21-01-24,K004,East,297,197,235,241.87,157.71,15,Snowy,0,157.05,Summer,0
21-01-24,K005,West,381,281,279,183.79,143.77,15,Cloudy,1,148.17,Autumn,1
22-01-24,K001,West,357,257,277,215.64,145.37,15,Cloudy,1,141.2,Winter,1
22-01-24,K002,South,335,235,266,119.02,148.26,15,Snowy,1,155.19,Summer,0
22-01-24,K003,West,300,200,203,236.38,155.38,0,Snowy,0,153.64,Winter,2
22-01-24,K004,South,326,226,245,430.74,159.99,20,Snowy,0,162.93,Spring,0
22-01-24,K005,East,290,190,206,355.58,141.65,15,Cloudy,1,136.69,Winter,1
23-01-24,K001,South,275,175,149,161.29,199.46,0,Sunny,0,201.54,Spring,2
23-01-24,K002,West,277,177,247,520.76,159.76,20,Snowy,1,156.64,Winter,0
23-01-24,K003,East,272,172,159,330.01,133.76,0,Cloudy,1,133.19,Summer,1
23-01-24,K004,South,299,199,274,227.6,164.85,15,Snowy,1,169.63,Summer,0
23-01-24,K005,East,317,217,204,499.2,175.87,0,Rainy,1,171.55,Summer,2
24-01-24,K001,North,334,234,215,554.58,142.97,15,Snowy,1,138.76,Autumn,1
24-01-24,K002,East,400,300,274,209.02,196.92,0,Snowy,0,199.07,Autumn,2
24-01-24,K003,West,346,246,165,163.2,129.4,15,Cloudy,0,134.37,Spring,1
24-01-24,K004,North,325,225,223,178.38,151.38,0,Cloudy,0,154.97,Winter,2
24-01-24,K005,East,271,171,245,152.24,178.69,20,Snowy,1,181.44,Spring,0
25-01-24,K001,South,382,282,169,180.35,156.68,15,Cloudy,1,158.91,Autumn,0
25-01-24,K002,East,330,230,202,157.16,114.9,5,Cloudy,1,115.87,Spring,1
25-01-24,K003,South,283,183,209,358.17,185.13,5,Rainy,0,185.07,Spring,2
25-01-24,K004,North,355,255,249,193.06,138.63,15,Sunny,0,137.23,Spring,1
25-01-24,K005,South,304,204,173,180.26,120.45,0,Snowy,0,128.52,Autumn,1
26-01-24,K001,East,358,258,198,262.67,167.73,20,Cloudy,1,167.33,Spring,0
26-01-24,K002,North,292,192,246,208.59,191.53,15,Cloudy,1,189.54,Summer,0
26-01-24,K003,East,271,171,179,168.9,188.17,15,Cloudy,0,191.83,Summer,0
26-01-24,K004,South,372,272,228,124.49,196.72,15,Cloudy,0,205.13,Summer,0
26-01-24,K005,East,348,248,278,359.12,195.51,0,Rainy,0,199.91,Autumn,2
27-01-24,K001,North,370,270,135,201.37,165.66,5,Cloudy,1,167.3,Summer,2
27-01-24,K002,West,323,223,205,534.92,178.07,15,Rainy,0,173.82,Spring,0
27-01-24,K003,South,280,180,145,137.49,197.13,20,Snowy,1,195.03,Winter,0
27-01-24,K004,South,306,206,198,344.77,197.17,0,Rainy,0,198.14,Spring,2
27-01-24,K005,West,326,226,211,397.66,115.13,15,Sunny,0,109.22,Autumn,1
28-01-24,K001,West,276,176,215,224.76,166.32,20,Cloudy,0,166.2,Spring,0
28-01-24,K002,East,377,277,297,148.28,191.48,0,Rainy,0,194.54,Autumn,2
28-01-24,K003,South,301,201,288,271.33,165.92,15,Snowy,0,169.95,Winter,0
28-01-24,K004,East,391,291,180,272.04,115.95,15,Sunny,1,108.37,Winter,1
